time,GBP_USD_close,GBP_USD_volume
2019-01-08T05:05:00.000000000Z,1.27611,54
2019-01-08T05:10:00.000000000Z,1.27616,92
2019-01-08T05:15:00.000000000Z,1.27610,96
2019-01-08T05:20:00.000000000Z,1.27630,84
2019-01-08T05:25:00.000000000Z,1.27612,101
2019-01-08T05:30:00.000000000Z,1.27630,278
2019-01-08T05:35:00.000000000Z,1.27621,277
2019-01-08T05:40:00.000000000Z,1.27633,68
2019-01-08T05:45:00.000000000Z,1.27632,88
2019-01-08T05:50:00.000000000Z,1.27636,10
2019-01-08T05:55:00.000000000Z,1.27636,84
2019-01-08T06:00:00.000000000Z,1.27604,100
2019-01-08T06:05:00.000000000Z,1.27632,163
2019-01-08T06:10:00.000000000Z,1.27732,266
2019-01-08T06:15:00.000000000Z,1.27784,480
2019-01-08T06:20:00.000000000Z,1.27798,407
2019-01-08T06:25:00.000000000Z,1.27738,234
2019-01-08T06:30:00.000000000Z,1.27738,166
2019-01-08T06:35:00.000000000Z,1.27714,61
2019-01-08T06:40:00.000000000Z,1.27702,177
2019-01-08T06:45:00.000000000Z,1.27682,160
2019-01-08T06:50:00.000000000Z,1.27688,114
2019-01-08T06:55:00.000000000Z,1.27691,96
2019-01-08T07:00:00.000000000Z,1.27672,401
2019-01-08T07:05:00.000000000Z,1.27682,236
2019-01-08T07:10:00.000000000Z,1.27665,320
2019-01-08T07:15:00.000000000Z,1.27841,2831
2019-01-08T07:20:00.000000000Z,1.27737,522
2019-01-08T07:25:00.000000000Z,1.27730,411
2019-01-08T07:30:00.000000000Z,1.27754,346
2019-01-08T07:35:00.000000000Z,1.27630,367
2019-01-08T07:40:00.000000000Z,1.27694,354
2019-01-08T07:45:00.000000000Z,1.27680,279
2019-01-08T07:50:00.000000000Z,1.27604,316
2019-01-08T07:55:00.000000000Z,1.27626,192
2019-01-08T08:00:00.000000000Z,1.27542,321
2019-01-08T08:05:00.000000000Z,1.27588,675
2019-01-08T08:10:00.000000000Z,1.27560,375
2019-01-08T08:15:00.000000000Z,1.27584,461
2019-01-08T08:20:00.000000000Z,1.27628,245
2019-01-08T08:25:00.000000000Z,1.27667,246
2019-01-08T08:30:00.000000000Z,1.27652,336
2019-01-08T08:35:00.000000000Z,1.27647,242
2019-01-08T08:40:00.000000000Z,1.27634,217
2019-01-08T08:45:00.000000000Z,1.27643,208
2019-01-08T08:50:00.000000000Z,1.27644,149
2019-01-08T08:55:00.000000000Z,1.27783,397
2019-01-08T09:00:00.000000000Z,1.27768,562
2019-01-08T09:05:00.000000000Z,1.27786,369
2019-01-08T09:10:00.000000000Z,1.27764,275
2019-01-08T09:15:00.000000000Z,1.27714,404
2019-01-08T09:20:00.000000000Z,1.27716,271
2019-01-08T09:25:00.000000000Z,1.27816,391
2019-01-08T09:30:00.000000000Z,1.27797,275
2019-01-08T09:35:00.000000000Z,1.27768,243
2019-01-08T09:40:00.000000000Z,1.27719,313
2019-01-08T09:45:00.000000000Z,1.27709,189
2019-01-08T09:50:00.000000000Z,1.27698,157
2019-01-08T09:55:00.000000000Z,1.27668,220
2019-01-08T10:00:00.000000000Z,1.27590,521
2019-01-08T10:05:00.000000000Z,1.27506,501
2019-01-08T10:10:00.000000000Z,1.27556,367
2019-01-08T10:15:00.000000000Z,1.27552,269
2019-01-08T10:20:00.000000000Z,1.27526,317
2019-01-08T10:25:00.000000000Z,1.27552,443
2019-01-08T10:30:00.000000000Z,1.27578,480
2019-01-08T10:35:00.000000000Z,1.27620,374
2019-01-08T10:40:00.000000000Z,1.27614,415
2019-01-08T10:45:00.000000000Z,1.27560,372
2019-01-08T10:50:00.000000000Z,1.27647,236
2019-01-08T10:55:00.000000000Z,1.27584,274
2019-01-08T11:00:00.000000000Z,1.27546,249
2019-01-08T11:05:00.000000000Z,1.27505,216
2019-01-08T11:10:00.000000000Z,1.27549,182
2019-01-08T11:15:00.000000000Z,1.27510,198
2019-01-08T11:20:00.000000000Z,1.27496,509
2019-01-08T11:25:00.000000000Z,1.27539,293
2019-01-08T11:30:00.000000000Z,1.27560,291
2019-01-08T11:35:00.000000000Z,1.27580,184
2019-01-08T11:40:00.000000000Z,1.27636,293
2019-01-08T11:45:00.000000000Z,1.27630,398
2019-01-08T11:50:00.000000000Z,1.27796,386
2019-01-08T11:55:00.000000000Z,1.27743,446
2019-01-08T12:00:00.000000000Z,1.27760,361
2019-01-08T12:05:00.000000000Z,1.27748,164
2019-01-08T12:10:00.000000000Z,1.27720,108
2019-01-08T12:15:00.000000000Z,1.27727,174
2019-01-08T12:20:00.000000000Z,1.27729,205
2019-01-08T12:25:00.000000000Z,1.27732,112
2019-01-08T12:30:00.000000000Z,1.27720,170
2019-01-08T12:35:00.000000000Z,1.27653,200
2019-01-08T12:40:00.000000000Z,1.27560,357
2019-01-08T12:45:00.000000000Z,1.27427,562
2019-01-08T12:50:00.000000000Z,1.27502,331
2019-01-08T12:55:00.000000000Z,1.27481,211
2019-01-08T13:00:00.000000000Z,1.27540,397
2019-01-08T13:05:00.000000000Z,1.27482,345
2019-01-08T13:10:00.000000000Z,1.27474,327
2019-01-08T13:15:00.000000000Z,1.27510,628
2019-01-08T13:20:00.000000000Z,1.27429,478
2019-01-08T13:25:00.000000000Z,1.27420,394
2019-01-08T13:30:00.000000000Z,1.27422,207
2019-01-08T13:35:00.000000000Z,1.27368,263
2019-01-08T13:40:00.000000000Z,1.27430,238
2019-01-08T13:45:00.000000000Z,1.27418,272
2019-01-08T13:50:00.000000000Z,1.27324,657
2019-01-08T13:55:00.000000000Z,1.27356,353
2019-01-08T14:00:00.000000000Z,1.27330,495
2019-01-08T14:05:00.000000000Z,1.27388,341
2019-01-08T14:10:00.000000000Z,1.27422,572
2019-01-08T14:15:00.000000000Z,1.27418,486
2019-01-08T14:20:00.000000000Z,1.27350,406
2019-01-08T14:25:00.000000000Z,1.27330,373
2019-01-08T14:30:00.000000000Z,1.27355,491
2019-01-08T14:35:00.000000000Z,1.27337,401
2019-01-08T14:40:00.000000000Z,1.27365,584
2019-01-08T14:45:00.000000000Z,1.27351,454
2019-01-08T14:50:00.000000000Z,1.27350,374
2019-01-08T14:55:00.000000000Z,1.27264,606
2019-01-08T15:00:00.000000000Z,1.27302,535
2019-01-08T15:05:00.000000000Z,1.27231,302
2019-01-08T15:10:00.000000000Z,1.27190,828
2019-01-08T15:15:00.000000000Z,1.27212,609
2019-01-08T15:20:00.000000000Z,1.27220,423
2019-01-08T15:25:00.000000000Z,1.27191,378
2019-01-08T15:30:00.000000000Z,1.27154,482
2019-01-08T15:35:00.000000000Z,1.27239,489
2019-01-08T15:40:00.000000000Z,1.27291,545
2019-01-08T15:45:00.000000000Z,1.27270,454
2019-01-08T15:50:00.000000000Z,1.27276,494
2019-01-08T15:55:00.000000000Z,1.27312,468
2019-01-08T16:00:00.000000000Z,1.27274,476
2019-01-08T16:05:00.000000000Z,1.27308,275
2019-01-08T16:10:00.000000000Z,1.27298,376
2019-01-08T16:15:00.000000000Z,1.27338,268
2019-01-08T16:20:00.000000000Z,1.27302,289
2019-01-08T16:25:00.000000000Z,1.27306,122
2019-01-08T16:30:00.000000000Z,1.27366,666
2019-01-08T16:35:00.000000000Z,1.27343,368
2019-01-08T16:40:00.000000000Z,1.27366,184
2019-01-08T16:45:00.000000000Z,1.27312,410
2019-01-08T16:50:00.000000000Z,1.27278,214
2019-01-08T16:55:00.000000000Z,1.27222,563
2019-01-08T17:00:00.000000000Z,1.27141,435
2019-01-08T17:05:00.000000000Z,1.27122,345
2019-01-08T17:10:00.000000000Z,1.27140,459
2019-01-08T17:15:00.000000000Z,1.27118,338
2019-01-08T17:20:00.000000000Z,1.27128,165
2019-01-08T17:25:00.000000000Z,1.27118,162
2019-01-08T17:30:00.000000000Z,1.27160,66
2019-01-08T17:35:00.000000000Z,1.27186,236
2019-01-08T17:40:00.000000000Z,1.27189,152
2019-01-08T17:45:00.000000000Z,1.27216,172
2019-01-08T17:50:00.000000000Z,1.27232,135
2019-01-08T17:55:00.000000000Z,1.27234,171
2019-01-08T18:00:00.000000000Z,1.27224,259
2019-01-08T18:05:00.000000000Z,1.27173,197
2019-01-08T18:10:00.000000000Z,1.27172,218
2019-01-08T18:15:00.000000000Z,1.27174,207
2019-01-08T18:20:00.000000000Z,1.27162,140
2019-01-08T18:25:00.000000000Z,1.27188,135
2019-01-08T18:30:00.000000000Z,1.27218,135
2019-01-08T18:35:00.000000000Z,1.27172,146
2019-01-08T18:40:00.000000000Z,1.27216,110
2019-01-08T18:45:00.000000000Z,1.27197,143
2019-01-08T18:50:00.000000000Z,1.27162,193
2019-01-08T18:55:00.000000000Z,1.27125,349
2019-01-08T19:00:00.000000000Z,1.27091,220
2019-01-08T19:05:00.000000000Z,1.27124,186
2019-01-08T19:10:00.000000000Z,1.27098,114
2019-01-08T19:15:00.000000000Z,1.27092,121
2019-01-08T19:20:00.000000000Z,1.27123,139
2019-01-08T19:25:00.000000000Z,1.27127,85
2019-01-08T19:30:00.000000000Z,1.27135,56
2019-01-08T19:35:00.000000000Z,1.27140,34
2019-01-08T19:40:00.000000000Z,1.27155,53
2019-01-08T19:45:00.000000000Z,1.27164,73
2019-01-08T19:50:00.000000000Z,1.27168,105
2019-01-08T19:55:00.000000000Z,1.27188,218
2019-01-08T20:00:00.000000000Z,1.27170,158
2019-01-08T20:05:00.000000000Z,1.27167,80
2019-01-08T20:10:00.000000000Z,1.27148,97
2019-01-08T20:15:00.000000000Z,1.27142,150
2019-01-08T20:20:00.000000000Z,1.27150,101
2019-01-08T20:25:00.000000000Z,1.27160,143
2019-01-08T20:30:00.000000000Z,1.27156,207
2019-01-08T20:35:00.000000000Z,1.27166,129
2019-01-08T20:40:00.000000000Z,1.27168,77
2019-01-08T20:45:00.000000000Z,1.27178,47
2019-01-08T20:50:00.000000000Z,1.27196,83
2019-01-08T20:55:00.000000000Z,1.27198,165
2019-01-08T21:00:00.000000000Z,1.27196,45
2019-01-08T21:05:00.000000000Z,1.27180,35
2019-01-08T21:10:00.000000000Z,1.27158,64
2019-01-08T21:15:00.000000000Z,1.27178,87
2019-01-08T21:20:00.000000000Z,1.27178,60
2019-01-08T21:25:00.000000000Z,1.27182,41
2019-01-08T21:30:00.000000000Z,1.27162,19
2019-01-08T21:35:00.000000000Z,1.27146,47
2019-01-08T21:40:00.000000000Z,1.27147,47
2019-01-08T21:45:00.000000000Z,1.27139,56
2019-01-08T21:50:00.000000000Z,1.27150,175
2019-01-08T21:55:00.000000000Z,1.27142,36
2019-01-08T22:00:00.000000000Z,1.27169,33
2019-01-08T22:05:00.000000000Z,1.27152,10
2019-01-08T22:15:00.000000000Z,1.27152,1
2019-01-08T22:20:00.000000000Z,1.27215,59
2019-01-08T22:25:00.000000000Z,1.27207,63
2019-01-08T22:30:00.000000000Z,1.27201,145
2019-01-08T22:35:00.000000000Z,1.27167,21
2019-01-08T22:40:00.000000000Z,1.27140,8
2019-01-08T22:45:00.000000000Z,1.27132,39
2019-01-08T22:50:00.000000000Z,1.27156,9
2019-01-08T22:55:00.000000000Z,1.27130,19
2019-01-08T23:00:00.000000000Z,1.27226,100
2019-01-08T23:05:00.000000000Z,1.27262,21
2019-01-08T23:10:00.000000000Z,1.27270,169
2019-01-08T23:15:00.000000000Z,1.27272,191
2019-01-08T23:20:00.000000000Z,1.27302,321
2019-01-08T23:25:00.000000000Z,1.27298,292
2019-01-08T23:30:00.000000000Z,1.27284,248
2019-01-08T23:35:00.000000000Z,1.27312,217
2019-01-08T23:40:00.000000000Z,1.27338,157
2019-01-08T23:45:00.000000000Z,1.27318,122
2019-01-08T23:50:00.000000000Z,1.27360,244
2019-01-08T23:55:00.000000000Z,1.27386,504
2019-01-09T00:00:00.000000000Z,1.27368,301
2019-01-09T00:05:00.000000000Z,1.27390,163
2019-01-09T00:10:00.000000000Z,1.27404,299
2019-01-09T00:15:00.000000000Z,1.27386,115
2019-01-09T00:20:00.000000000Z,1.27404,182
2019-01-09T00:25:00.000000000Z,1.27359,167
2019-01-09T00:30:00.000000000Z,1.27346,310
2019-01-09T00:35:00.000000000Z,1.27339,94
2019-01-09T00:40:00.000000000Z,1.27344,117
2019-01-09T00:45:00.000000000Z,1.27340,160
2019-01-09T00:50:00.000000000Z,1.27308,224
2019-01-09T00:55:00.000000000Z,1.27378,174
2019-01-09T01:00:00.000000000Z,1.27381,209
2019-01-09T01:05:00.000000000Z,1.27380,173
2019-01-09T01:10:00.000000000Z,1.27384,136
2019-01-09T01:15:00.000000000Z,1.27404,175
2019-01-09T01:20:00.000000000Z,1.27410,488
2019-01-09T01:25:00.000000000Z,1.27428,114
2019-01-09T01:30:00.000000000Z,1.27444,388
2019-01-09T01:35:00.000000000Z,1.27438,218
2019-01-09T01:40:00.000000000Z,1.27444,246
2019-01-09T01:45:00.000000000Z,1.27432,249
2019-01-09T01:50:00.000000000Z,1.27422,324
2019-01-09T01:55:00.000000000Z,1.27380,293
2019-01-09T02:00:00.000000000Z,1.27383,154
2019-01-09T02:05:00.000000000Z,1.27380,107
2019-01-09T02:10:00.000000000Z,1.27364,129
2019-01-09T02:15:00.000000000Z,1.27379,203
2019-01-09T02:20:00.000000000Z,1.27372,165
2019-01-09T02:25:00.000000000Z,1.27343,112
2019-01-09T02:30:00.000000000Z,1.27346,87
2019-01-09T02:35:00.000000000Z,1.27366,169
2019-01-09T02:40:00.000000000Z,1.27384,287
2019-01-09T02:45:00.000000000Z,1.27370,152
2019-01-09T02:50:00.000000000Z,1.27357,142
2019-01-09T02:55:00.000000000Z,1.27356,166
2019-01-09T03:00:00.000000000Z,1.27350,189
2019-01-09T03:05:00.000000000Z,1.27388,154
2019-01-09T03:10:00.000000000Z,1.27374,124
2019-01-09T03:15:00.000000000Z,1.27424,149
2019-01-09T03:20:00.000000000Z,1.27418,173
2019-01-09T03:25:00.000000000Z,1.27395,115
2019-01-09T03:30:00.000000000Z,1.27402,107
2019-01-09T03:35:00.000000000Z,1.27416,128
2019-01-09T03:40:00.000000000Z,1.27398,106
2019-01-09T03:45:00.000000000Z,1.27386,114
2019-01-09T03:50:00.000000000Z,1.27364,108
2019-01-09T03:55:00.000000000Z,1.27354,62
2019-01-09T04:00:00.000000000Z,1.27355,55
2019-01-09T04:05:00.000000000Z,1.27354,82
2019-01-09T04:10:00.000000000Z,1.27346,71
2019-01-09T04:15:00.000000000Z,1.27346,150
2019-01-09T04:20:00.000000000Z,1.27348,55
2019-01-09T04:25:00.000000000Z,1.27348,76
2019-01-09T04:30:00.000000000Z,1.27358,92
2019-01-09T04:35:00.000000000Z,1.27348,142
2019-01-09T04:40:00.000000000Z,1.27345,76
2019-01-09T04:45:00.000000000Z,1.27356,119
2019-01-09T04:50:00.000000000Z,1.27344,156
2019-01-09T04:55:00.000000000Z,1.27433,229
2019-01-09T05:00:00.000000000Z,1.27436,297
2019-01-09T05:05:00.000000000Z,1.27444,123
2019-01-09T05:10:00.000000000Z,1.27432,137
2019-01-09T05:15:00.000000000Z,1.27422,100
2019-01-09T05:20:00.000000000Z,1.27412,162
2019-01-09T05:25:00.000000000Z,1.27412,104
2019-01-09T05:30:00.000000000Z,1.27399,115
2019-01-09T05:35:00.000000000Z,1.27404,46
2019-01-09T05:40:00.000000000Z,1.27401,100
2019-01-09T05:45:00.000000000Z,1.27429,202
2019-01-09T05:50:00.000000000Z,1.27426,263
2019-01-09T05:55:00.000000000Z,1.27426,189
2019-01-09T06:00:00.000000000Z,1.27370,236
2019-01-09T06:05:00.000000000Z,1.27380,140
2019-01-09T06:10:00.000000000Z,1.27356,179
2019-01-09T06:15:00.000000000Z,1.27388,119
2019-01-09T06:20:00.000000000Z,1.27364,95
2019-01-09T06:25:00.000000000Z,1.27404,277
2019-01-09T06:30:00.000000000Z,1.27383,157
2019-01-09T06:35:00.000000000Z,1.27357,78
2019-01-09T06:40:00.000000000Z,1.27388,124
2019-01-09T06:45:00.000000000Z,1.27371,152
2019-01-09T06:50:00.000000000Z,1.27384,129
2019-01-09T06:55:00.000000000Z,1.27350,160
2019-01-09T07:00:00.000000000Z,1.27348,323
2019-01-09T07:05:00.000000000Z,1.27364,352
2019-01-09T07:10:00.000000000Z,1.27376,377
2019-01-09T07:15:00.000000000Z,1.27390,301
2019-01-09T07:20:00.000000000Z,1.27382,153
2019-01-09T07:25:00.000000000Z,1.27430,178
2019-01-09T07:30:00.000000000Z,1.27436,212
2019-01-09T07:35:00.000000000Z,1.27417,253
2019-01-09T07:40:00.000000000Z,1.27382,167
2019-01-09T07:45:00.000000000Z,1.27442,344
2019-01-09T07:50:00.000000000Z,1.27406,233
2019-01-09T07:55:00.000000000Z,1.27323,249
2019-01-09T08:00:00.000000000Z,1.27434,640
2019-01-09T08:05:00.000000000Z,1.27400,626
2019-01-09T08:10:00.000000000Z,1.27358,914
2019-01-09T08:15:00.000000000Z,1.27347,704
2019-01-09T08:20:00.000000000Z,1.27468,286
2019-01-09T08:25:00.000000000Z,1.27546,326
2019-01-09T08:30:00.000000000Z,1.27611,851
2019-01-09T08:35:00.000000000Z,1.27662,568
2019-01-09T08:40:00.000000000Z,1.27706,527
2019-01-09T08:45:00.000000000Z,1.27677,472
2019-01-09T08:50:00.000000000Z,1.27706,668
2019-01-09T08:55:00.000000000Z,1.27685,385
2019-01-09T09:00:00.000000000Z,1.27627,339
2019-01-09T09:05:00.000000000Z,1.27616,393
2019-01-09T09:10:00.000000000Z,1.27591,324
2019-01-09T09:15:00.000000000Z,1.27584,438
2019-01-09T09:20:00.000000000Z,1.27582,270
2019-01-09T09:25:00.000000000Z,1.27589,229
2019-01-09T09:30:00.000000000Z,1.27602,408
2019-01-09T09:35:00.000000000Z,1.27484,351
2019-01-09T09:40:00.000000000Z,1.27579,342
2019-01-09T09:45:00.000000000Z,1.27540,327
2019-01-09T09:50:00.000000000Z,1.27482,278
2019-01-09T09:55:00.000000000Z,1.27528,315
2019-01-09T10:00:00.000000000Z,1.27482,367
2019-01-09T10:05:00.000000000Z,1.27444,387
2019-01-09T10:10:00.000000000Z,1.27390,383
2019-01-09T10:15:00.000000000Z,1.27387,203
2019-01-09T10:20:00.000000000Z,1.27348,237
2019-01-09T10:25:00.000000000Z,1.27288,445
2019-01-09T10:30:00.000000000Z,1.27184,416
2019-01-09T10:35:00.000000000Z,1.27220,424
2019-01-09T10:40:00.000000000Z,1.27232,367
2019-01-09T10:45:00.000000000Z,1.27214,299
2019-01-09T10:50:00.000000000Z,1.27224,254
2019-01-09T10:55:00.000000000Z,1.27264,213
2019-01-09T11:00:00.000000000Z,1.27308,393
2019-01-09T11:05:00.000000000Z,1.27273,182
2019-01-09T11:10:00.000000000Z,1.27282,251
2019-01-09T11:15:00.000000000Z,1.27289,195
2019-01-09T11:20:00.000000000Z,1.27301,191
2019-01-09T11:25:00.000000000Z,1.27232,288
2019-01-09T11:30:00.000000000Z,1.27230,356
2019-01-09T11:35:00.000000000Z,1.27252,352
2019-01-09T11:40:00.000000000Z,1.27328,291
2019-01-09T11:45:00.000000000Z,1.27366,252
2019-01-09T11:50:00.000000000Z,1.27356,317
2019-01-09T11:55:00.000000000Z,1.27350,208
2019-01-09T12:00:00.000000000Z,1.27352,284
2019-01-09T12:05:00.000000000Z,1.27354,241
2019-01-09T12:10:00.000000000Z,1.27346,227
2019-01-09T12:15:00.000000000Z,1.27288,122
2019-01-09T12:20:00.000000000Z,1.27318,163
2019-01-09T12:25:00.000000000Z,1.27326,153
2019-01-09T12:30:00.000000000Z,1.27310,273
2019-01-09T12:35:00.000000000Z,1.27312,338
2019-01-09T12:40:00.000000000Z,1.27338,226
2019-01-09T12:45:00.000000000Z,1.27464,944
2019-01-09T12:50:00.000000000Z,1.27425,412
2019-01-09T12:55:00.000000000Z,1.27424,446
2019-01-09T13:00:00.000000000Z,1.27444,342
2019-01-09T13:05:00.000000000Z,1.27446,221
2019-01-09T13:10:00.000000000Z,1.27389,215
2019-01-09T13:15:00.000000000Z,1.27365,332
2019-01-09T13:20:00.000000000Z,1.27325,481
2019-01-09T13:25:00.000000000Z,1.27352,326
2019-01-09T13:30:00.000000000Z,1.27326,369
2019-01-09T13:35:00.000000000Z,1.27384,435
2019-01-09T13:40:00.000000000Z,1.27379,436
2019-01-09T13:45:00.000000000Z,1.27394,364
2019-01-09T13:50:00.000000000Z,1.27368,459
2019-01-09T13:55:00.000000000Z,1.27366,363
2019-01-09T14:00:00.000000000Z,1.27403,462
2019-01-09T14:05:00.000000000Z,1.27440,364
2019-01-09T14:10:00.000000000Z,1.27442,357
2019-01-09T14:15:00.000000000Z,1.27454,305
2019-01-09T14:20:00.000000000Z,1.27460,203
2019-01-09T14:25:00.000000000Z,1.27436,418
2019-01-09T14:30:00.000000000Z,1.27500,713
2019-01-09T14:35:00.000000000Z,1.27645,2141
2019-01-09T14:40:00.000000000Z,1.27676,993
2019-01-09T14:45:00.000000000Z,1.27828,1158
2019-01-09T14:50:00.000000000Z,1.27818,760
2019-01-09T14:55:00.000000000Z,1.27826,831
2019-01-09T15:00:00.000000000Z,1.27809,1075
2019-01-09T15:05:00.000000000Z,1.27760,888
2019-01-09T15:10:00.000000000Z,1.27993,885
2019-01-09T15:15:00.000000000Z,1.28009,946
2019-01-09T15:20:00.000000000Z,1.27954,686
2019-01-09T15:25:00.000000000Z,1.27888,614
2019-01-09T15:30:00.000000000Z,1.27682,831
2019-01-09T15:35:00.000000000Z,1.27686,736
2019-01-09T15:40:00.000000000Z,1.27594,1008
2019-01-09T15:45:00.000000000Z,1.27527,924
2019-01-09T15:50:00.000000000Z,1.27526,1093
2019-01-09T15:55:00.000000000Z,1.27430,1442
2019-01-09T16:00:00.000000000Z,1.27465,1242
2019-01-09T16:05:00.000000000Z,1.27524,652
2019-01-09T16:10:00.000000000Z,1.27440,281
2019-01-09T16:15:00.000000000Z,1.27446,467
2019-01-09T16:20:00.000000000Z,1.27508,514
2019-01-09T16:25:00.000000000Z,1.27540,535
2019-01-09T16:30:00.000000000Z,1.27556,771
2019-01-09T16:35:00.000000000Z,1.27599,554
2019-01-09T16:40:00.000000000Z,1.27642,602
2019-01-09T16:45:00.000000000Z,1.27623,521
2019-01-09T16:50:00.000000000Z,1.27627,564
2019-01-09T16:55:00.000000000Z,1.27624,380
2019-01-09T17:00:00.000000000Z,1.27583,545
2019-01-09T17:05:00.000000000Z,1.27592,396
2019-01-09T17:10:00.000000000Z,1.27641,270
2019-01-09T17:15:00.000000000Z,1.27570,516
2019-01-09T17:20:00.000000000Z,1.27615,374
2019-01-09T17:25:00.000000000Z,1.27720,450
2019-01-09T17:30:00.000000000Z,1.27683,254
2019-01-09T17:35:00.000000000Z,1.27732,326
2019-01-09T17:40:00.000000000Z,1.27746,341
2019-01-09T17:45:00.000000000Z,1.27745,541
2019-01-09T17:50:00.000000000Z,1.27782,413
2019-01-09T17:55:00.000000000Z,1.27756,422
2019-01-09T18:00:00.000000000Z,1.27768,300
2019-01-09T18:05:00.000000000Z,1.27798,305
2019-01-09T18:10:00.000000000Z,1.27774,328
2019-01-09T18:15:00.000000000Z,1.27798,62
2019-01-09T18:20:00.000000000Z,1.27766,407
2019-01-09T18:25:00.000000000Z,1.27767,214
2019-01-09T18:30:00.000000000Z,1.27779,229
2019-01-09T18:35:00.000000000Z,1.27796,242
2019-01-09T18:40:00.000000000Z,1.27840,410
2019-01-09T18:45:00.000000000Z,1.27886,323
2019-01-09T18:50:00.000000000Z,1.27848,147
2019-01-09T18:55:00.000000000Z,1.27842,304
2019-01-09T19:00:00.000000000Z,1.27906,2640
2019-01-09T19:05:00.000000000Z,1.27946,1533
2019-01-09T19:10:00.000000000Z,1.27869,635
2019-01-09T19:15:00.000000000Z,1.27890,859
2019-01-09T19:20:00.000000000Z,1.27957,909
2019-01-09T19:25:00.000000000Z,1.27944,777
2019-01-09T19:30:00.000000000Z,1.27957,665
2019-01-09T19:35:00.000000000Z,1.27938,453
2019-01-09T19:40:00.000000000Z,1.27888,328
2019-01-09T19:45:00.000000000Z,1.27914,366
2019-01-09T19:50:00.000000000Z,1.27964,362
2019-01-09T19:55:00.000000000Z,1.27953,336
2019-01-09T20:00:00.000000000Z,1.27960,450
2019-01-09T20:05:00.000000000Z,1.27988,207
2019-01-09T20:10:00.000000000Z,1.27961,271
2019-01-09T20:15:00.000000000Z,1.27940,180
2019-01-09T20:20:00.000000000Z,1.27942,187
2019-01-09T20:25:00.000000000Z,1.27942,167
2019-01-09T20:30:00.000000000Z,1.27993,290
2019-01-09T20:35:00.000000000Z,1.28018,330
2019-01-09T20:40:00.000000000Z,1.27981,200
2019-01-09T20:45:00.000000000Z,1.27976,125
2019-01-09T20:50:00.000000000Z,1.27963,107
2019-01-09T20:55:00.000000000Z,1.28024,232
2019-01-09T21:00:00.000000000Z,1.28026,169
2019-01-09T21:05:00.000000000Z,1.28038,70
2019-01-09T21:10:00.000000000Z,1.28012,62
2019-01-09T21:15:00.000000000Z,1.27974,94
2019-01-09T21:20:00.000000000Z,1.27960,75
2019-01-09T21:25:00.000000000Z,1.27964,9
2019-01-09T21:30:00.000000000Z,1.27949,36
2019-01-09T21:35:00.000000000Z,1.27932,96
2019-01-09T21:40:00.000000000Z,1.27914,122
2019-01-09T21:45:00.000000000Z,1.27888,173
2019-01-09T21:50:00.000000000Z,1.27884,268
2019-01-09T21:55:00.000000000Z,1.27908,45
2019-01-09T22:00:00.000000000Z,1.27926,8
2019-01-09T22:05:00.000000000Z,1.27913,29
2019-01-09T22:10:00.000000000Z,1.27917,18
2019-01-09T22:15:00.000000000Z,1.27950,8
2019-01-09T22:20:00.000000000Z,1.27964,27
2019-01-09T22:25:00.000000000Z,1.27930,19
2019-01-09T22:30:00.000000000Z,1.27971,12
2019-01-09T22:35:00.000000000Z,1.27931,78
2019-01-09T22:40:00.000000000Z,1.27967,5
2019-01-09T22:45:00.000000000Z,1.27955,22
2019-01-09T22:50:00.000000000Z,1.27947,39
2019-01-09T22:55:00.000000000Z,1.27995,17
2019-01-09T23:00:00.000000000Z,1.28004,13
2019-01-09T23:05:00.000000000Z,1.27969,3
2019-01-09T23:10:00.000000000Z,1.27961,128
2019-01-09T23:15:00.000000000Z,1.27952,136
2019-01-09T23:20:00.000000000Z,1.27946,154
2019-01-09T23:25:00.000000000Z,1.27972,215
2019-01-09T23:30:00.000000000Z,1.27945,238
2019-01-09T23:35:00.000000000Z,1.27978,347
2019-01-09T23:40:00.000000000Z,1.27978,238
2019-01-09T23:45:00.000000000Z,1.27962,411
2019-01-09T23:50:00.000000000Z,1.27966,562
2019-01-09T23:55:00.000000000Z,1.27984,307
2019-01-10T00:00:00.000000000Z,1.27964,534
2019-01-10T00:05:00.000000000Z,1.27948,414
2019-01-10T00:10:00.000000000Z,1.27978,123
2019-01-10T00:15:00.000000000Z,1.27967,281
2019-01-10T00:20:00.000000000Z,1.27970,147
2019-01-10T00:25:00.000000000Z,1.27916,281
2019-01-10T00:30:00.000000000Z,1.27921,679
2019-01-10T00:35:00.000000000Z,1.27908,121
2019-01-10T00:40:00.000000000Z,1.27933,236
2019-01-10T00:45:00.000000000Z,1.27918,249
2019-01-10T00:50:00.000000000Z,1.27938,193
2019-01-10T00:55:00.000000000Z,1.27940,205
2019-01-10T01:00:00.000000000Z,1.27960,452
2019-01-10T01:05:00.000000000Z,1.27918,225
2019-01-10T01:10:00.000000000Z,1.27897,293
2019-01-10T01:15:00.000000000Z,1.27896,458
2019-01-10T01:20:00.000000000Z,1.27881,188
2019-01-10T01:25:00.000000000Z,1.27862,186
2019-01-10T01:30:00.000000000Z,1.27839,316
2019-01-10T01:35:00.000000000Z,1.27829,519
2019-01-10T01:40:00.000000000Z,1.27802,276
2019-01-10T01:45:00.000000000Z,1.27829,240
2019-01-10T01:50:00.000000000Z,1.27850,179
