time,GBP_USD_close,GBP_USD_volume
2019-01-02T13:00:00.000000000Z,1.26476,425
2019-01-02T13:05:00.000000000Z,1.26404,512
2019-01-02T13:10:00.000000000Z,1.26396,502
2019-01-02T13:15:00.000000000Z,1.26464,887
2019-01-02T13:20:00.000000000Z,1.26416,944
2019-01-02T13:25:00.000000000Z,1.26284,819
2019-01-02T13:30:00.000000000Z,1.26291,1100
2019-01-02T13:35:00.000000000Z,1.26194,557
2019-01-02T13:40:00.000000000Z,1.26152,431
2019-01-02T13:45:00.000000000Z,1.26042,770
2019-01-02T13:50:00.000000000Z,1.26122,691
2019-01-02T13:55:00.000000000Z,1.26098,766
2019-01-02T14:00:00.000000000Z,1.26161,840
2019-01-02T14:05:00.000000000Z,1.26127,673
2019-01-02T14:10:00.000000000Z,1.26142,411
2019-01-02T14:15:00.000000000Z,1.26074,362
2019-01-02T14:20:00.000000000Z,1.26048,693
2019-01-02T14:25:00.000000000Z,1.26012,589
2019-01-02T14:30:00.000000000Z,1.26046,584
2019-01-02T14:35:00.000000000Z,1.26038,462
2019-01-02T14:40:00.000000000Z,1.26036,331
2019-01-02T14:45:00.000000000Z,1.26070,652
2019-01-02T14:50:00.000000000Z,1.26044,671
2019-01-02T14:55:00.000000000Z,1.26064,689
2019-01-02T15:00:00.000000000Z,1.26190,752
2019-01-02T15:05:00.000000000Z,1.26222,477
2019-01-02T15:10:00.000000000Z,1.26227,497
2019-01-02T15:15:00.000000000Z,1.26168,452
2019-01-02T15:20:00.000000000Z,1.26126,738
2019-01-02T15:25:00.000000000Z,1.26136,761
2019-01-02T15:30:00.000000000Z,1.26054,938
2019-01-02T15:35:00.000000000Z,1.26030,735
2019-01-02T15:40:00.000000000Z,1.26066,560
2019-01-02T15:45:00.000000000Z,1.26117,395
2019-01-02T15:50:00.000000000Z,1.26168,358
2019-01-02T15:55:00.000000000Z,1.25999,1194
2019-01-02T16:00:00.000000000Z,1.26084,1512
2019-01-02T16:05:00.000000000Z,1.26066,422
2019-01-02T16:10:00.000000000Z,1.26021,524
2019-01-02T16:15:00.000000000Z,1.25938,896
2019-01-02T16:20:00.000000000Z,1.25974,375
2019-01-02T16:25:00.000000000Z,1.25874,533
2019-01-02T16:30:00.000000000Z,1.25896,680
2019-01-02T16:35:00.000000000Z,1.25877,561
2019-01-02T16:40:00.000000000Z,1.25880,395
2019-01-02T16:45:00.000000000Z,1.25946,338
2019-01-02T16:50:00.000000000Z,1.25964,700
2019-01-02T16:55:00.000000000Z,1.25978,426
2019-01-02T17:00:00.000000000Z,1.25937,507
2019-01-02T17:05:00.000000000Z,1.25929,328
2019-01-02T17:10:00.000000000Z,1.25977,516
2019-01-02T17:15:00.000000000Z,1.25950,510
2019-01-02T17:20:00.000000000Z,1.25940,673
2019-01-02T17:25:00.000000000Z,1.25966,386
2019-01-02T17:30:00.000000000Z,1.25964,194
2019-01-02T17:35:00.000000000Z,1.25878,651
2019-01-02T17:40:00.000000000Z,1.25878,560
2019-01-02T17:45:00.000000000Z,1.25902,569
2019-01-02T17:50:00.000000000Z,1.25861,419
2019-01-02T17:55:00.000000000Z,1.25864,338
2019-01-02T18:00:00.000000000Z,1.25880,371
2019-01-02T18:05:00.000000000Z,1.25894,290
2019-01-02T18:10:00.000000000Z,1.25915,391
2019-01-02T18:15:00.000000000Z,1.25945,216
2019-01-02T18:20:00.000000000Z,1.25952,192
2019-01-02T18:25:00.000000000Z,1.25944,68
2019-01-02T18:30:00.000000000Z,1.25922,228
2019-01-02T18:35:00.000000000Z,1.25930,145
2019-01-02T18:40:00.000000000Z,1.25936,165
2019-01-02T18:45:00.000000000Z,1.25940,116
2019-01-02T18:50:00.000000000Z,1.25962,231
2019-01-02T18:55:00.000000000Z,1.25924,140
2019-01-02T19:00:00.000000000Z,1.25914,171
2019-01-02T19:05:00.000000000Z,1.25896,293
2019-01-02T19:10:00.000000000Z,1.25910,57
2019-01-02T19:15:00.000000000Z,1.25934,183
2019-01-02T19:20:00.000000000Z,1.25894,136
2019-01-02T19:25:00.000000000Z,1.25928,188
2019-01-02T19:30:00.000000000Z,1.25946,76
2019-01-02T19:35:00.000000000Z,1.25950,125
2019-01-02T19:40:00.000000000Z,1.26000,227
2019-01-02T19:45:00.000000000Z,1.26026,232
2019-01-02T19:50:00.000000000Z,1.26080,342
2019-01-02T19:55:00.000000000Z,1.26124,402
2019-01-02T20:00:00.000000000Z,1.26104,333
2019-01-02T20:05:00.000000000Z,1.26108,205
2019-01-02T20:10:00.000000000Z,1.26100,100
2019-01-02T20:15:00.000000000Z,1.26119,103
2019-01-02T20:20:00.000000000Z,1.26150,213
2019-01-02T20:25:00.000000000Z,1.26158,147
2019-01-02T20:30:00.000000000Z,1.26112,190
2019-01-02T20:35:00.000000000Z,1.26140,167
2019-01-02T20:40:00.000000000Z,1.26118,267
2019-01-02T20:45:00.000000000Z,1.26112,43
2019-01-02T20:50:00.000000000Z,1.26112,106
2019-01-02T20:55:00.000000000Z,1.26115,270
2019-01-02T21:00:00.000000000Z,1.26067,143
2019-01-02T21:05:00.000000000Z,1.26089,154
2019-01-02T21:10:00.000000000Z,1.26085,89
2019-01-02T21:15:00.000000000Z,1.26072,127
2019-01-02T21:20:00.000000000Z,1.26108,102
2019-01-02T21:25:00.000000000Z,1.26111,215
2019-01-02T21:30:00.000000000Z,1.26133,299
2019-01-02T21:35:00.000000000Z,1.26120,16
2019-01-02T21:40:00.000000000Z,1.26096,58
2019-01-02T21:45:00.000000000Z,1.26106,155
2019-01-02T21:50:00.000000000Z,1.26076,625
2019-01-02T21:55:00.000000000Z,1.26108,35
2019-01-02T22:00:00.000000000Z,1.26054,6
2019-01-02T22:05:00.000000000Z,1.26042,53
2019-01-02T22:10:00.000000000Z,1.26030,33
2019-01-02T22:15:00.000000000Z,1.26029,7
2019-01-02T22:20:00.000000000Z,1.25948,31
2019-01-02T22:25:00.000000000Z,1.25927,81
2019-01-02T22:30:00.000000000Z,1.25903,100
2019-01-02T22:35:00.000000000Z,1.25399,4146
2019-01-02T22:40:00.000000000Z,1.24913,2150
2019-01-02T22:45:00.000000000Z,1.24812,812
2019-01-02T23:05:00.000000000Z,1.25372,99
2019-01-02T23:10:00.000000000Z,1.25343,826
2019-01-02T23:15:00.000000000Z,1.25126,1222
2019-01-02T23:20:00.000000000Z,1.25339,919
2019-01-02T23:25:00.000000000Z,1.25362,898
2019-01-02T23:30:00.000000000Z,1.25395,713
2019-01-02T23:35:00.000000000Z,1.25356,352
2019-01-02T23:40:00.000000000Z,1.25309,420
2019-01-02T23:45:00.000000000Z,1.25210,603
2019-01-02T23:50:00.000000000Z,1.25152,844
2019-01-02T23:55:00.000000000Z,1.25168,455
2019-01-03T00:00:00.000000000Z,1.25319,754
2019-01-03T00:05:00.000000000Z,1.25306,266
2019-01-03T00:10:00.000000000Z,1.25404,286
2019-01-03T00:15:00.000000000Z,1.25422,155
2019-01-03T00:20:00.000000000Z,1.25426,194
2019-01-03T00:25:00.000000000Z,1.25461,355
2019-01-03T00:30:00.000000000Z,1.25482,532
2019-01-03T00:35:00.000000000Z,1.25421,741
2019-01-03T00:40:00.000000000Z,1.25486,408
2019-01-03T00:45:00.000000000Z,1.25552,510
2019-01-03T00:50:00.000000000Z,1.25530,398
2019-01-03T00:55:00.000000000Z,1.25487,747
2019-01-03T01:00:00.000000000Z,1.25468,490
2019-01-03T01:05:00.000000000Z,1.25515,466
2019-01-03T01:10:00.000000000Z,1.25512,247
2019-01-03T01:15:00.000000000Z,1.25475,170
2019-01-03T01:20:00.000000000Z,1.25416,239
2019-01-03T01:25:00.000000000Z,1.25418,147
2019-01-03T01:30:00.000000000Z,1.25436,311
2019-01-03T01:35:00.000000000Z,1.25418,340
2019-01-03T01:40:00.000000000Z,1.25414,276
2019-01-03T01:45:00.000000000Z,1.25406,234
2019-01-03T01:50:00.000000000Z,1.25450,377
2019-01-03T01:55:00.000000000Z,1.25472,332
2019-01-03T02:00:00.000000000Z,1.25474,302
2019-01-03T02:05:00.000000000Z,1.25442,231
2019-01-03T02:10:00.000000000Z,1.25435,216
2019-01-03T02:15:00.000000000Z,1.25452,207
2019-01-03T02:20:00.000000000Z,1.25452,245
2019-01-03T02:25:00.000000000Z,1.25520,133
2019-01-03T02:30:00.000000000Z,1.25576,219
2019-01-03T02:35:00.000000000Z,1.25571,360
2019-01-03T02:40:00.000000000Z,1.25510,184
2019-01-03T02:45:00.000000000Z,1.25488,320
2019-01-03T02:50:00.000000000Z,1.25491,339
2019-01-03T02:55:00.000000000Z,1.25466,297
2019-01-03T03:00:00.000000000Z,1.25420,219
2019-01-03T03:05:00.000000000Z,1.25443,153
2019-01-03T03:10:00.000000000Z,1.25482,406
2019-01-03T03:15:00.000000000Z,1.25471,265
2019-01-03T03:20:00.000000000Z,1.25477,455
2019-01-03T03:25:00.000000000Z,1.25502,399
2019-01-03T03:30:00.000000000Z,1.25520,279
2019-01-03T03:35:00.000000000Z,1.25574,331
2019-01-03T03:40:00.000000000Z,1.25537,242
2019-01-03T03:45:00.000000000Z,1.25513,101
2019-01-03T03:50:00.000000000Z,1.25527,207
2019-01-03T03:55:00.000000000Z,1.25498,134
2019-01-03T04:00:00.000000000Z,1.25470,178
2019-01-03T04:05:00.000000000Z,1.25468,197
2019-01-03T04:10:00.000000000Z,1.25497,236
2019-01-03T04:15:00.000000000Z,1.25503,229
2019-01-03T04:20:00.000000000Z,1.25505,125
2019-01-03T04:25:00.000000000Z,1.25479,146
2019-01-03T04:30:00.000000000Z,1.25468,133
2019-01-03T04:35:00.000000000Z,1.25488,131
2019-01-03T04:40:00.000000000Z,1.25488,151
2019-01-03T04:45:00.000000000Z,1.25464,147
2019-01-03T04:50:00.000000000Z,1.25488,127
2019-01-03T04:55:00.000000000Z,1.25481,95
2019-01-03T05:00:00.000000000Z,1.25492,200
2019-01-03T05:05:00.000000000Z,1.25488,211
2019-01-03T05:10:00.000000000Z,1.25488,194
2019-01-03T05:15:00.000000000Z,1.25492,343
2019-01-03T05:20:00.000000000Z,1.25487,383
2019-01-03T05:25:00.000000000Z,1.25428,488
2019-01-03T05:30:00.000000000Z,1.25486,416
2019-01-03T05:35:00.000000000Z,1.25502,368
2019-01-03T05:40:00.000000000Z,1.25504,243
2019-01-03T05:45:00.000000000Z,1.25476,152
2019-01-03T05:50:00.000000000Z,1.25453,159
2019-01-03T05:55:00.000000000Z,1.25466,295
2019-01-03T06:00:00.000000000Z,1.25470,227
2019-01-03T06:05:00.000000000Z,1.25432,143
2019-01-03T06:10:00.000000000Z,1.25469,210
2019-01-03T06:15:00.000000000Z,1.25440,223
2019-01-03T06:20:00.000000000Z,1.25510,273
2019-01-03T06:25:00.000000000Z,1.25508,208
2019-01-03T06:30:00.000000000Z,1.25530,166
2019-01-03T06:35:00.000000000Z,1.25512,131
2019-01-03T06:40:00.000000000Z,1.25551,235
2019-01-03T06:45:00.000000000Z,1.25530,81
2019-01-03T06:50:00.000000000Z,1.25552,350
2019-01-03T06:55:00.000000000Z,1.25534,199
2019-01-03T07:00:00.000000000Z,1.25574,680
2019-01-03T07:05:00.000000000Z,1.25594,478
2019-01-03T07:10:00.000000000Z,1.25622,366
2019-01-03T07:15:00.000000000Z,1.25631,397
2019-01-03T07:20:00.000000000Z,1.25602,618
2019-01-03T07:25:00.000000000Z,1.25580,357
2019-01-03T07:30:00.000000000Z,1.25592,424
2019-01-03T07:35:00.000000000Z,1.25519,360
2019-01-03T07:40:00.000000000Z,1.25500,452
2019-01-03T07:45:00.000000000Z,1.25476,314
2019-01-03T07:50:00.000000000Z,1.25520,528
2019-01-03T07:55:00.000000000Z,1.25523,546
2019-01-03T08:00:00.000000000Z,1.25444,1238
2019-01-03T08:05:00.000000000Z,1.25556,1162
2019-01-03T08:10:00.000000000Z,1.25548,806
2019-01-03T08:15:00.000000000Z,1.25560,759
2019-01-03T08:20:00.000000000Z,1.25496,921
2019-01-03T08:25:00.000000000Z,1.25583,619
2019-01-03T08:30:00.000000000Z,1.25567,685
2019-01-03T08:35:00.000000000Z,1.25600,816
2019-01-03T08:40:00.000000000Z,1.25628,677
2019-01-03T08:45:00.000000000Z,1.25685,643
2019-01-03T08:50:00.000000000Z,1.25662,406
2019-01-03T08:55:00.000000000Z,1.25677,724
2019-01-03T09:00:00.000000000Z,1.25682,761
2019-01-03T09:05:00.000000000Z,1.25641,459
2019-01-03T09:10:00.000000000Z,1.25762,707
2019-01-03T09:15:00.000000000Z,1.25780,571
2019-01-03T09:20:00.000000000Z,1.25834,401
2019-01-03T09:25:00.000000000Z,1.25838,574
2019-01-03T09:30:00.000000000Z,1.25764,539
2019-01-03T09:35:00.000000000Z,1.25735,349
2019-01-03T09:40:00.000000000Z,1.25829,456
2019-01-03T09:45:00.000000000Z,1.25800,284
2019-01-03T09:50:00.000000000Z,1.25764,302
2019-01-03T09:55:00.000000000Z,1.25814,381
2019-01-03T10:00:00.000000000Z,1.25830,320
2019-01-03T10:05:00.000000000Z,1.25707,840
2019-01-03T10:10:00.000000000Z,1.25714,527
2019-01-03T10:15:00.000000000Z,1.25723,285
2019-01-03T10:20:00.000000000Z,1.25714,342
2019-01-03T10:25:00.000000000Z,1.25768,351
2019-01-03T10:30:00.000000000Z,1.25694,299
2019-01-03T10:35:00.000000000Z,1.25748,344
2019-01-03T10:40:00.000000000Z,1.25746,244
2019-01-03T10:45:00.000000000Z,1.25740,364
2019-01-03T10:50:00.000000000Z,1.25736,424
2019-01-03T10:55:00.000000000Z,1.25689,301
2019-01-03T11:00:00.000000000Z,1.25644,419
2019-01-03T11:05:00.000000000Z,1.25580,464
2019-01-03T11:10:00.000000000Z,1.25613,720
2019-01-03T11:15:00.000000000Z,1.25603,545
2019-01-03T11:20:00.000000000Z,1.25553,451
2019-01-03T11:25:00.000000000Z,1.25610,321
2019-01-03T11:30:00.000000000Z,1.25657,316
2019-01-03T11:35:00.000000000Z,1.25616,199
2019-01-03T11:40:00.000000000Z,1.25609,273
2019-01-03T11:45:00.000000000Z,1.25612,316
2019-01-03T11:50:00.000000000Z,1.25580,342
2019-01-03T11:55:00.000000000Z,1.25588,321
2019-01-03T12:00:00.000000000Z,1.25536,461
2019-01-03T12:05:00.000000000Z,1.25522,300
2019-01-03T12:10:00.000000000Z,1.25562,221
2019-01-03T12:15:00.000000000Z,1.25580,353
2019-01-03T12:20:00.000000000Z,1.25586,389
2019-01-03T12:25:00.000000000Z,1.25559,248
2019-01-03T12:30:00.000000000Z,1.25631,341
2019-01-03T12:35:00.000000000Z,1.25669,165
2019-01-03T12:40:00.000000000Z,1.25640,186
2019-01-03T12:45:00.000000000Z,1.25648,223
2019-01-03T12:50:00.000000000Z,1.25698,285
2019-01-03T12:55:00.000000000Z,1.25606,445
2019-01-03T13:00:00.000000000Z,1.25583,353
2019-01-03T13:05:00.000000000Z,1.25637,310
2019-01-03T13:10:00.000000000Z,1.25684,826
2019-01-03T13:15:00.000000000Z,1.25604,1989
2019-01-03T13:20:00.000000000Z,1.25700,747
2019-01-03T13:25:00.000000000Z,1.25876,1384
2019-01-03T13:30:00.000000000Z,1.25851,579
2019-01-03T13:35:00.000000000Z,1.25872,588
2019-01-03T13:40:00.000000000Z,1.25906,1064
2019-01-03T13:45:00.000000000Z,1.25882,459
2019-01-03T13:50:00.000000000Z,1.25874,393
2019-01-03T13:55:00.000000000Z,1.25902,418
2019-01-03T14:00:00.000000000Z,1.25950,640
2019-01-03T14:05:00.000000000Z,1.25865,508
2019-01-03T14:10:00.000000000Z,1.25848,447
2019-01-03T14:15:00.000000000Z,1.25881,431
2019-01-03T14:20:00.000000000Z,1.25846,407
2019-01-03T14:25:00.000000000Z,1.25886,786
2019-01-03T14:30:00.000000000Z,1.25920,706
2019-01-03T14:35:00.000000000Z,1.25926,745
2019-01-03T14:40:00.000000000Z,1.25900,462
2019-01-03T14:45:00.000000000Z,1.25854,554
2019-01-03T14:50:00.000000000Z,1.25844,722
2019-01-03T14:55:00.000000000Z,1.25774,653
2019-01-03T15:00:00.000000000Z,1.25935,2702
2019-01-03T15:05:00.000000000Z,1.25936,1473
2019-01-03T15:10:00.000000000Z,1.25918,995
2019-01-03T15:15:00.000000000Z,1.25966,1312
2019-01-03T15:20:00.000000000Z,1.25922,852
2019-01-03T15:25:00.000000000Z,1.25870,1055
2019-01-03T15:30:00.000000000Z,1.25962,887
2019-01-03T15:35:00.000000000Z,1.25971,1119
2019-01-03T15:40:00.000000000Z,1.25994,993
2019-01-03T15:45:00.000000000Z,1.25940,1094
2019-01-03T15:50:00.000000000Z,1.26052,852
2019-01-03T15:55:00.000000000Z,1.26012,1266
2019-01-03T16:00:00.000000000Z,1.26011,1127
2019-01-03T16:05:00.000000000Z,1.25977,672
2019-01-03T16:10:00.000000000Z,1.26064,749
2019-01-03T16:15:00.000000000Z,1.26068,666
2019-01-03T16:20:00.000000000Z,1.26170,1318
2019-01-03T16:25:00.000000000Z,1.26192,786
2019-01-03T16:30:00.000000000Z,1.26260,1045
2019-01-03T16:35:00.000000000Z,1.26254,1071
2019-01-03T16:40:00.000000000Z,1.26289,1239
2019-01-03T16:45:00.000000000Z,1.26302,712
2019-01-03T16:50:00.000000000Z,1.26324,815
2019-01-03T16:55:00.000000000Z,1.26316,537
2019-01-03T17:00:00.000000000Z,1.26264,879
2019-01-03T17:05:00.000000000Z,1.26333,487
2019-01-03T17:10:00.000000000Z,1.26282,730
2019-01-03T17:15:00.000000000Z,1.26280,867
2019-01-03T17:20:00.000000000Z,1.26330,721
2019-01-03T17:25:00.000000000Z,1.26353,415
2019-01-03T17:30:00.000000000Z,1.26427,728
2019-01-03T17:35:00.000000000Z,1.26389,406
2019-01-03T17:40:00.000000000Z,1.26434,405
2019-01-03T17:45:00.000000000Z,1.26408,426
2019-01-03T17:50:00.000000000Z,1.26430,373
2019-01-03T17:55:00.000000000Z,1.26434,435
2019-01-03T18:00:00.000000000Z,1.26443,433
2019-01-03T18:05:00.000000000Z,1.26462,254
2019-01-03T18:10:00.000000000Z,1.26365,332
2019-01-03T18:15:00.000000000Z,1.26408,431
2019-01-03T18:20:00.000000000Z,1.26360,444
2019-01-03T18:25:00.000000000Z,1.26365,236
2019-01-03T18:30:00.000000000Z,1.26425,503
2019-01-03T18:35:00.000000000Z,1.26368,305
2019-01-03T18:40:00.000000000Z,1.26364,199
2019-01-03T18:45:00.000000000Z,1.26369,199
