time,GBP_JPY_close,GBP_JPY_volume
2019-01-02T07:10:00.000000000Z,139.352,202
2019-01-02T07:15:00.000000000Z,139.350,226
2019-01-02T07:20:00.000000000Z,139.343,249
2019-01-02T07:25:00.000000000Z,139.356,143
2019-01-02T07:30:00.000000000Z,139.398,217
2019-01-02T07:35:00.000000000Z,139.414,175
2019-01-02T07:40:00.000000000Z,139.452,154
2019-01-02T07:45:00.000000000Z,139.410,200
2019-01-02T07:50:00.000000000Z,139.413,163
2019-01-02T07:55:00.000000000Z,139.409,228
2019-01-02T08:00:00.000000000Z,139.365,487
2019-01-02T08:05:00.000000000Z,139.255,368
2019-01-02T08:10:00.000000000Z,139.150,454
2019-01-02T08:15:00.000000000Z,138.924,652
2019-01-02T08:20:00.000000000Z,138.882,519
2019-01-02T08:25:00.000000000Z,138.842,370
2019-01-02T08:30:00.000000000Z,138.602,821
2019-01-02T08:35:00.000000000Z,138.611,487
2019-01-02T08:40:00.000000000Z,138.352,535
2019-01-02T08:45:00.000000000Z,138.454,401
2019-01-02T08:50:00.000000000Z,138.502,365
2019-01-02T08:55:00.000000000Z,138.506,335
2019-01-02T09:00:00.000000000Z,138.529,526
2019-01-02T09:05:00.000000000Z,138.405,605
2019-01-02T09:10:00.000000000Z,138.397,426
2019-01-02T09:15:00.000000000Z,138.330,415
2019-01-02T09:20:00.000000000Z,138.284,400
2019-01-02T09:25:00.000000000Z,138.200,340
2019-01-02T09:30:00.000000000Z,138.421,450
2019-01-02T09:35:00.000000000Z,138.234,556
2019-01-02T09:40:00.000000000Z,138.259,468
2019-01-02T09:45:00.000000000Z,138.296,243
2019-01-02T09:50:00.000000000Z,138.366,257
2019-01-02T09:55:00.000000000Z,138.256,442
2019-01-02T10:00:00.000000000Z,138.384,351
2019-01-02T10:05:00.000000000Z,138.366,224
2019-01-02T10:10:00.000000000Z,138.236,334
2019-01-02T10:15:00.000000000Z,138.258,269
2019-01-02T10:20:00.000000000Z,138.216,189
2019-01-02T10:25:00.000000000Z,138.240,214
2019-01-02T10:30:00.000000000Z,138.214,183
2019-01-02T10:35:00.000000000Z,138.257,175
2019-01-02T10:40:00.000000000Z,138.193,157
2019-01-02T10:45:00.000000000Z,138.187,302
2019-01-02T10:50:00.000000000Z,138.298,367
2019-01-02T10:55:00.000000000Z,138.218,254
2019-01-02T11:00:00.000000000Z,138.278,292
2019-01-02T11:05:00.000000000Z,138.280,272
2019-01-02T11:10:00.000000000Z,138.264,273
2019-01-02T11:15:00.000000000Z,138.320,261
2019-01-02T11:20:00.000000000Z,138.294,241
2019-01-02T11:25:00.000000000Z,138.276,256
2019-01-02T11:30:00.000000000Z,138.262,179
2019-01-02T11:35:00.000000000Z,138.228,283
2019-01-02T11:40:00.000000000Z,138.184,200
2019-01-02T11:45:00.000000000Z,138.220,212
2019-01-02T11:50:00.000000000Z,138.182,202
2019-01-02T11:55:00.000000000Z,138.198,200
2019-01-02T12:00:00.000000000Z,138.214,225
2019-01-02T12:05:00.000000000Z,138.318,275
2019-01-02T12:10:00.000000000Z,138.358,240
2019-01-02T12:15:00.000000000Z,138.238,262
2019-01-02T12:20:00.000000000Z,138.264,278
2019-01-02T12:25:00.000000000Z,138.216,282
2019-01-02T12:30:00.000000000Z,138.108,267
2019-01-02T12:35:00.000000000Z,138.121,196
2019-01-02T12:40:00.000000000Z,138.108,177
2019-01-02T12:45:00.000000000Z,138.108,142
2019-01-02T12:50:00.000000000Z,138.114,297
2019-01-02T12:55:00.000000000Z,138.106,224
2019-01-02T13:00:00.000000000Z,137.985,324
2019-01-02T13:05:00.000000000Z,137.795,383
2019-01-02T13:10:00.000000000Z,137.822,355
2019-01-02T13:15:00.000000000Z,137.887,387
2019-01-02T13:20:00.000000000Z,137.760,625
2019-01-02T13:25:00.000000000Z,137.588,656
2019-01-02T13:30:00.000000000Z,137.744,591
2019-01-02T13:35:00.000000000Z,137.660,398
2019-01-02T13:40:00.000000000Z,137.660,380
2019-01-02T13:45:00.000000000Z,137.584,475
2019-01-02T13:50:00.000000000Z,137.706,478
2019-01-02T13:55:00.000000000Z,137.705,442
2019-01-02T14:00:00.000000000Z,137.826,493
2019-01-02T14:05:00.000000000Z,137.815,461
2019-01-02T14:10:00.000000000Z,137.808,272
2019-01-02T14:15:00.000000000Z,137.736,234
2019-01-02T14:20:00.000000000Z,137.688,308
2019-01-02T14:25:00.000000000Z,137.704,325
2019-01-02T14:30:00.000000000Z,137.724,510
2019-01-02T14:35:00.000000000Z,137.695,379
2019-01-02T14:40:00.000000000Z,137.762,250
2019-01-02T14:45:00.000000000Z,137.817,466
2019-01-02T14:50:00.000000000Z,137.806,468
2019-01-02T14:55:00.000000000Z,137.858,537
2019-01-02T15:00:00.000000000Z,137.962,649
2019-01-02T15:05:00.000000000Z,138.024,377
2019-01-02T15:10:00.000000000Z,138.040,417
2019-01-02T15:15:00.000000000Z,137.978,429
2019-01-02T15:20:00.000000000Z,137.929,470
2019-01-02T15:25:00.000000000Z,137.942,504
2019-01-02T15:30:00.000000000Z,137.830,517
2019-01-02T15:35:00.000000000Z,137.858,501
2019-01-02T15:40:00.000000000Z,137.880,438
2019-01-02T15:45:00.000000000Z,137.922,314
2019-01-02T15:50:00.000000000Z,138.009,361
2019-01-02T15:55:00.000000000Z,137.714,747
2019-01-02T16:00:00.000000000Z,137.844,892
2019-01-02T16:05:00.000000000Z,137.872,304
2019-01-02T16:10:00.000000000Z,137.757,409
2019-01-02T16:15:00.000000000Z,137.680,643
2019-01-02T16:20:00.000000000Z,137.697,275
2019-01-02T16:25:00.000000000Z,137.582,378
2019-01-02T16:30:00.000000000Z,137.612,414
2019-01-02T16:35:00.000000000Z,137.601,374
2019-01-02T16:40:00.000000000Z,137.675,348
2019-01-02T16:45:00.000000000Z,137.690,303
2019-01-02T16:50:00.000000000Z,137.697,537
2019-01-02T16:55:00.000000000Z,137.616,372
2019-01-02T17:00:00.000000000Z,137.616,391
2019-01-02T17:05:00.000000000Z,137.654,299
2019-01-02T17:10:00.000000000Z,137.724,295
2019-01-02T17:15:00.000000000Z,137.632,270
2019-01-02T17:20:00.000000000Z,137.661,380
2019-01-02T17:25:00.000000000Z,137.660,223
2019-01-02T17:30:00.000000000Z,137.654,156
2019-01-02T17:35:00.000000000Z,137.659,340
2019-01-02T17:40:00.000000000Z,137.721,255
2019-01-02T17:45:00.000000000Z,137.777,358
2019-01-02T17:50:00.000000000Z,137.766,298
2019-01-02T17:55:00.000000000Z,137.776,251
2019-01-02T18:00:00.000000000Z,137.772,210
2019-01-02T18:05:00.000000000Z,137.772,191
2019-01-02T18:10:00.000000000Z,137.795,193
2019-01-02T18:15:00.000000000Z,137.816,155
2019-01-02T18:20:00.000000000Z,137.840,144
2019-01-02T18:25:00.000000000Z,137.848,123
2019-01-02T18:30:00.000000000Z,137.829,136
2019-01-02T18:35:00.000000000Z,137.823,111
2019-01-02T18:40:00.000000000Z,137.812,102
2019-01-02T18:45:00.000000000Z,137.824,95
2019-01-02T18:50:00.000000000Z,137.844,136
2019-01-02T18:55:00.000000000Z,137.839,145
2019-01-02T19:00:00.000000000Z,137.797,133
2019-01-02T19:05:00.000000000Z,137.741,173
2019-01-02T19:10:00.000000000Z,137.730,112
2019-01-02T19:15:00.000000000Z,137.754,121
2019-01-02T19:20:00.000000000Z,137.720,159
2019-01-02T19:25:00.000000000Z,137.732,174
2019-01-02T19:30:00.000000000Z,137.755,107
2019-01-02T19:35:00.000000000Z,137.764,104
2019-01-02T19:40:00.000000000Z,137.770,143
2019-01-02T19:45:00.000000000Z,137.808,144
2019-01-02T19:50:00.000000000Z,137.816,207
2019-01-02T19:55:00.000000000Z,137.736,321
2019-01-02T20:00:00.000000000Z,137.612,364
2019-01-02T20:05:00.000000000Z,137.532,323
2019-01-02T20:10:00.000000000Z,137.628,157
2019-01-02T20:15:00.000000000Z,137.627,275
2019-01-02T20:20:00.000000000Z,137.696,280
2019-01-02T20:25:00.000000000Z,137.686,188
2019-01-02T20:30:00.000000000Z,137.644,174
2019-01-02T20:35:00.000000000Z,137.632,138
2019-01-02T20:40:00.000000000Z,137.592,166
2019-01-02T20:45:00.000000000Z,137.608,110
2019-01-02T20:50:00.000000000Z,137.618,115
2019-01-02T20:55:00.000000000Z,137.590,249
2019-01-02T21:00:00.000000000Z,137.578,84
2019-01-02T21:05:00.000000000Z,137.572,110
2019-01-02T21:10:00.000000000Z,137.590,49
2019-01-02T21:15:00.000000000Z,137.582,39
2019-01-02T21:20:00.000000000Z,137.596,32
2019-01-02T21:25:00.000000000Z,137.604,64
2019-01-02T21:30:00.000000000Z,137.488,326
2019-01-02T21:35:00.000000000Z,137.420,191
2019-01-02T21:40:00.000000000Z,137.420,81
2019-01-02T21:45:00.000000000Z,137.397,127
2019-01-02T21:50:00.000000000Z,137.298,350
2019-01-02T21:55:00.000000000Z,137.318,87
2019-01-02T22:00:00.000000000Z,137.199,80
2019-01-02T22:05:00.000000000Z,137.192,156
2019-01-02T22:10:00.000000000Z,137.176,116
2019-01-02T22:15:00.000000000Z,137.151,25
2019-01-02T22:20:00.000000000Z,136.986,53
2019-01-02T22:25:00.000000000Z,136.858,70
2019-01-02T22:30:00.000000000Z,136.232,362
2019-01-02T22:35:00.000000000Z,131.370,3314
2019-01-02T22:40:00.000000000Z,133.420,4116
2019-01-02T22:45:00.000000000Z,132.890,3202
2019-01-02T23:05:00.000000000Z,134.262,33
2019-01-02T23:10:00.000000000Z,134.117,650
2019-01-02T23:15:00.000000000Z,134.076,956
2019-01-02T23:20:00.000000000Z,134.394,549
2019-01-02T23:25:00.000000000Z,134.879,559
2019-01-02T23:30:00.000000000Z,134.874,1125
2019-01-02T23:35:00.000000000Z,135.046,427
2019-01-02T23:40:00.000000000Z,134.878,561
2019-01-02T23:45:00.000000000Z,134.552,536
2019-01-02T23:50:00.000000000Z,134.518,609
2019-01-02T23:55:00.000000000Z,134.462,444
2019-01-03T00:00:00.000000000Z,135.160,698
2019-01-03T00:05:00.000000000Z,135.029,382
2019-01-03T00:10:00.000000000Z,135.098,214
2019-01-03T00:15:00.000000000Z,135.206,121
2019-01-03T00:20:00.000000000Z,135.144,200
2019-01-03T00:25:00.000000000Z,135.096,262
2019-01-03T00:30:00.000000000Z,135.128,215
2019-01-03T00:35:00.000000000Z,134.957,370
2019-01-03T00:40:00.000000000Z,134.904,245
2019-01-03T00:45:00.000000000Z,134.944,237
2019-01-03T00:50:00.000000000Z,135.019,192
2019-01-03T00:55:00.000000000Z,135.072,293
2019-01-03T01:00:00.000000000Z,135.206,342
2019-01-03T01:05:00.000000000Z,135.222,197
2019-01-03T01:10:00.000000000Z,135.192,151
2019-01-03T01:15:00.000000000Z,135.068,145
2019-01-03T01:20:00.000000000Z,134.950,238
2019-01-03T01:25:00.000000000Z,134.910,100
2019-01-03T01:30:00.000000000Z,134.852,187
2019-01-03T01:35:00.000000000Z,134.882,177
2019-01-03T01:40:00.000000000Z,134.778,321
2019-01-03T01:45:00.000000000Z,134.830,174
2019-01-03T01:50:00.000000000Z,134.846,208
2019-01-03T01:55:00.000000000Z,134.934,168
2019-01-03T02:00:00.000000000Z,134.922,151
2019-01-03T02:05:00.000000000Z,134.909,145
2019-01-03T02:10:00.000000000Z,134.866,139
2019-01-03T02:15:00.000000000Z,134.854,156
2019-01-03T02:20:00.000000000Z,134.804,168
2019-01-03T02:25:00.000000000Z,134.793,223
2019-01-03T02:30:00.000000000Z,134.782,214
2019-01-03T02:35:00.000000000Z,134.469,295
2019-01-03T02:40:00.000000000Z,134.562,303
2019-01-03T02:45:00.000000000Z,134.498,238
2019-01-03T02:50:00.000000000Z,134.404,222
2019-01-03T02:55:00.000000000Z,134.416,172
2019-01-03T03:00:00.000000000Z,134.421,182
2019-01-03T03:05:00.000000000Z,134.385,122
2019-01-03T03:10:00.000000000Z,134.326,178
2019-01-03T03:15:00.000000000Z,134.353,122
2019-01-03T03:20:00.000000000Z,134.435,100
2019-01-03T03:25:00.000000000Z,134.486,162
2019-01-03T03:30:00.000000000Z,134.543,152
2019-01-03T03:35:00.000000000Z,134.584,173
2019-01-03T03:40:00.000000000Z,134.510,161
2019-01-03T03:45:00.000000000Z,134.529,98
2019-01-03T03:50:00.000000000Z,134.512,85
2019-01-03T03:55:00.000000000Z,134.484,81
2019-01-03T04:00:00.000000000Z,134.488,121
2019-01-03T04:05:00.000000000Z,134.459,94
2019-01-03T04:10:00.000000000Z,134.506,132
2019-01-03T04:15:00.000000000Z,134.490,83
2019-01-03T04:20:00.000000000Z,134.496,49
2019-01-03T04:25:00.000000000Z,134.532,119
2019-01-03T04:30:00.000000000Z,134.493,91
2019-01-03T04:35:00.000000000Z,134.533,81
2019-01-03T04:40:00.000000000Z,134.613,159
2019-01-03T04:45:00.000000000Z,134.532,85
2019-01-03T04:50:00.000000000Z,134.515,47
2019-01-03T04:55:00.000000000Z,134.464,80
2019-01-03T05:00:00.000000000Z,134.424,79
2019-01-03T05:05:00.000000000Z,134.400,121
2019-01-03T05:10:00.000000000Z,134.362,80
2019-01-03T05:15:00.000000000Z,134.276,228
2019-01-03T05:20:00.000000000Z,134.188,166
2019-01-03T05:25:00.000000000Z,134.001,343
2019-01-03T05:30:00.000000000Z,134.095,307
2019-01-03T05:35:00.000000000Z,134.154,153
2019-01-03T05:40:00.000000000Z,134.110,129
2019-01-03T05:45:00.000000000Z,134.124,190
2019-01-03T05:50:00.000000000Z,134.192,141
2019-01-03T05:55:00.000000000Z,134.209,188
2019-01-03T06:00:00.000000000Z,134.173,211
2019-01-03T06:05:00.000000000Z,134.170,151
2019-01-03T06:10:00.000000000Z,134.140,221
2019-01-03T06:15:00.000000000Z,134.080,221
2019-01-03T06:20:00.000000000Z,134.101,157
2019-01-03T06:25:00.000000000Z,134.152,115
2019-01-03T06:30:00.000000000Z,134.131,245
2019-01-03T06:35:00.000000000Z,134.111,232
2019-01-03T06:40:00.000000000Z,134.156,158
2019-01-03T06:45:00.000000000Z,134.168,123
2019-01-03T06:50:00.000000000Z,134.174,190
2019-01-03T06:55:00.000000000Z,134.137,226
2019-01-03T07:00:00.000000000Z,134.505,606
2019-01-03T07:05:00.000000000Z,134.567,473
2019-01-03T07:10:00.000000000Z,134.574,407
2019-01-03T07:15:00.000000000Z,134.606,326
2019-01-03T07:20:00.000000000Z,134.915,659
2019-01-03T07:25:00.000000000Z,134.934,462
2019-01-03T07:30:00.000000000Z,134.846,491
2019-01-03T07:35:00.000000000Z,134.816,386
2019-01-03T07:40:00.000000000Z,134.954,671
2019-01-03T07:45:00.000000000Z,134.917,352
2019-01-03T07:50:00.000000000Z,134.922,398
2019-01-03T07:55:00.000000000Z,135.005,620
2019-01-03T08:00:00.000000000Z,134.928,913
2019-01-03T08:05:00.000000000Z,135.116,819
2019-01-03T08:10:00.000000000Z,135.232,573
2019-01-03T08:15:00.000000000Z,135.286,589
2019-01-03T08:20:00.000000000Z,135.208,554
2019-01-03T08:25:00.000000000Z,135.366,550
2019-01-03T08:30:00.000000000Z,135.541,749
2019-01-03T08:35:00.000000000Z,135.414,555
2019-01-03T08:40:00.000000000Z,135.314,493
2019-01-03T08:45:00.000000000Z,135.402,472
2019-01-03T08:50:00.000000000Z,135.372,312
2019-01-03T08:55:00.000000000Z,135.283,534
2019-01-03T09:00:00.000000000Z,135.426,462
2019-01-03T09:05:00.000000000Z,135.410,344
2019-01-03T09:10:00.000000000Z,135.500,450
2019-01-03T09:15:00.000000000Z,135.583,422
2019-01-03T09:20:00.000000000Z,135.620,263
2019-01-03T09:25:00.000000000Z,135.648,300
2019-01-03T09:30:00.000000000Z,135.476,313
2019-01-03T09:35:00.000000000Z,135.458,284
2019-01-03T09:40:00.000000000Z,135.516,402
2019-01-03T09:45:00.000000000Z,135.535,284
2019-01-03T09:50:00.000000000Z,135.458,240
2019-01-03T09:55:00.000000000Z,135.446,277
2019-01-03T10:00:00.000000000Z,135.370,229
2019-01-03T10:05:00.000000000Z,135.209,389
2019-01-03T10:10:00.000000000Z,135.236,419
2019-01-03T10:15:00.000000000Z,135.242,173
2019-01-03T10:20:00.000000000Z,135.218,226
2019-01-03T10:25:00.000000000Z,135.244,221
2019-01-03T10:30:00.000000000Z,135.244,219
2019-01-03T10:35:00.000000000Z,135.283,212
2019-01-03T10:40:00.000000000Z,135.300,188
2019-01-03T10:45:00.000000000Z,135.384,265
2019-01-03T10:50:00.000000000Z,135.298,318
2019-01-03T10:55:00.000000000Z,135.299,213
2019-01-03T11:00:00.000000000Z,135.232,288
2019-01-03T11:05:00.000000000Z,135.219,351
2019-01-03T11:10:00.000000000Z,135.171,346
2019-01-03T11:15:00.000000000Z,135.166,396
2019-01-03T11:20:00.000000000Z,135.036,344
2019-01-03T11:25:00.000000000Z,135.106,191
2019-01-03T11:30:00.000000000Z,135.176,251
2019-01-03T11:35:00.000000000Z,135.130,187
2019-01-03T11:40:00.000000000Z,135.095,195
2019-01-03T11:45:00.000000000Z,135.118,193
2019-01-03T11:50:00.000000000Z,135.016,216
2019-01-03T11:55:00.000000000Z,135.069,205
2019-01-03T12:00:00.000000000Z,135.128,387
2019-01-03T12:05:00.000000000Z,135.091,199
2019-01-03T12:10:00.000000000Z,135.142,182
2019-01-03T12:15:00.000000000Z,135.166,244
2019-01-03T12:20:00.000000000Z,135.164,220
2019-01-03T12:25:00.000000000Z,135.164,148
2019-01-03T12:30:00.000000000Z,135.189,220
2019-01-03T12:35:00.000000000Z,135.282,177
2019-01-03T12:40:00.000000000Z,135.318,166
2019-01-03T12:45:00.000000000Z,135.272,179
2019-01-03T12:50:00.000000000Z,135.313,168
2019-01-03T12:55:00.000000000Z,135.230,228
2019-01-03T13:00:00.000000000Z,135.149,294
2019-01-03T13:05:00.000000000Z,135.234,241
2019-01-03T13:10:00.000000000Z,135.304,365
2019-01-03T13:15:00.000000000Z,135.606,1103
2019-01-03T13:20:00.000000000Z,135.561,633
2019-01-03T13:25:00.000000000Z,135.771,606
2019-01-03T13:30:00.000000000Z,135.674,447
2019-01-03T13:35:00.000000000Z,135.614,407
2019-01-03T13:40:00.000000000Z,135.604,520
2019-01-03T13:45:00.000000000Z,135.601,346
2019-01-03T13:50:00.000000000Z,135.602,331
2019-01-03T13:55:00.000000000Z,135.658,292
2019-01-03T14:00:00.000000000Z,135.698,286
2019-01-03T14:05:00.000000000Z,135.606,337
2019-01-03T14:10:00.000000000Z,135.640,330
2019-01-03T14:15:00.000000000Z,135.666,298
2019-01-03T14:20:00.000000000Z,135.690,284
2019-01-03T14:25:00.000000000Z,135.799,499
2019-01-03T14:30:00.000000000Z,135.748,611
2019-01-03T14:35:00.000000000Z,135.759,527
2019-01-03T14:40:00.000000000Z,135.668,426
2019-01-03T14:45:00.000000000Z,135.634,499
2019-01-03T14:50:00.000000000Z,135.610,468
2019-01-03T14:55:00.000000000Z,135.532,409
2019-01-03T15:00:00.000000000Z,134.979,1890
2019-01-03T15:05:00.000000000Z,135.080,1385
2019-01-03T15:10:00.000000000Z,135.172,1032
2019-01-03T15:15:00.000000000Z,135.367,889
2019-01-03T15:20:00.000000000Z,135.389,704
2019-01-03T15:25:00.000000000Z,135.698,1694
2019-01-03T15:30:00.000000000Z,135.703,640
2019-01-03T15:35:00.000000000Z,135.550,814
2019-01-03T15:40:00.000000000Z,135.606,871
2019-01-03T15:45:00.000000000Z,135.569,1071
2019-01-03T15:50:00.000000000Z,135.556,948
2019-01-03T15:55:00.000000000Z,135.520,853
2019-01-03T16:00:00.000000000Z,135.591,821
2019-01-03T16:05:00.000000000Z,135.588,624
2019-01-03T16:10:00.000000000Z,135.764,613
2019-01-03T16:15:00.000000000Z,135.707,459
2019-01-03T16:20:00.000000000Z,135.817,802
2019-01-03T16:25:00.000000000Z,135.769,530
2019-01-03T16:30:00.000000000Z,135.942,746
2019-01-03T16:35:00.000000000Z,136.155,828
2019-01-03T16:40:00.000000000Z,136.464,1132
2019-01-03T16:45:00.000000000Z,136.762,1001
2019-01-03T16:50:00.000000000Z,136.634,788
2019-01-03T16:55:00.000000000Z,136.544,600
2019-01-03T17:00:00.000000000Z,136.423,691
2019-01-03T17:05:00.000000000Z,136.416,460
2019-01-03T17:10:00.000000000Z,136.373,543
2019-01-03T17:15:00.000000000Z,136.310,602
2019-01-03T17:20:00.000000000Z,136.411,495
2019-01-03T17:25:00.000000000Z,136.353,359
2019-01-03T17:30:00.000000000Z,136.444,550
2019-01-03T17:35:00.000000000Z,136.334,375
2019-01-03T17:40:00.000000000Z,136.348,291
2019-01-03T17:45:00.000000000Z,136.410,348
2019-01-03T17:50:00.000000000Z,136.486,305
2019-01-03T17:55:00.000000000Z,136.578,390
2019-01-03T18:00:00.000000000Z,136.434,351
2019-01-03T18:05:00.000000000Z,136.350,309
2019-01-03T18:10:00.000000000Z,136.310,313
2019-01-03T18:15:00.000000000Z,136.210,352
2019-01-03T18:20:00.000000000Z,136.319,387
2019-01-03T18:25:00.000000000Z,136.316,268
2019-01-03T18:30:00.000000000Z,136.279,261
2019-01-03T18:35:00.000000000Z,136.303,279
2019-01-03T18:40:00.000000000Z,136.356,227
2019-01-03T18:45:00.000000000Z,136.350,200
2019-01-03T18:50:00.000000000Z,136.280,215
2019-01-03T18:55:00.000000000Z,136.234,262
2019-01-03T19:00:00.000000000Z,136.225,274
2019-01-03T19:05:00.000000000Z,136.228,250
2019-01-03T19:10:00.000000000Z,136.198,209
2019-01-03T19:15:00.000000000Z,136.203,216
2019-01-03T19:20:00.000000000Z,136.152,153
2019-01-03T19:25:00.000000000Z,136.197,205
2019-01-03T19:30:00.000000000Z,136.201,176
2019-01-03T19:35:00.000000000Z,136.186,313
2019-01-03T19:40:00.000000000Z,136.226,388
2019-01-03T19:45:00.000000000Z,136.175,188
2019-01-03T19:50:00.000000000Z,136.162,222
2019-01-03T19:55:00.000000000Z,136.092,319
2019-01-03T20:00:00.000000000Z,136.061,213
2019-01-03T20:05:00.000000000Z,135.837,758
2019-01-03T20:10:00.000000000Z,135.728,476
2019-01-03T20:15:00.000000000Z,135.780,301
2019-01-03T20:20:00.000000000Z,135.772,362
2019-01-03T20:25:00.000000000Z,135.815,263
2019-01-03T20:30:00.000000000Z,135.907,344
2019-01-03T20:35:00.000000000Z,135.846,411
