time,EUR_USD_close,EUR_USD_volume,GBP_USD_close,GBP_USD_volume,EUR_GBP_close,EUR_GBP_volume
2018-04-13T19:06:00.000000000Z,1.23349,22.0,1.42360,19.0,0.86644,5.0
2018-04-13T19:07:00.000000000Z,1.23364,30.0,1.42374,18.0,0.86646,5.0
2018-04-13T19:08:00.000000000Z,1.23364,26.0,1.42384,31.0,0.86639,7.0
2018-04-13T19:09:00.000000000Z,1.23362,34.0,1.42381,51.0,0.86639,4.0
2018-04-13T19:10:00.000000000Z,1.23364,23.0,1.42387,20.0,0.86639,2.0
2018-04-13T19:11:00.000000000Z,1.23366,31.0,1.42383,31.0,0.86639,6.0
2018-04-13T19:12:00.000000000Z,1.23357,46.0,1.42378,37.0,0.86634,4.0
2018-04-13T19:13:00.000000000Z,1.23353,47.0,1.42380,4.0,0.86634,4.0
2018-04-13T19:14:00.000000000Z,1.23369,21.0,1.42386,13.0,0.86644,4.0
2018-04-13T19:15:00.000000000Z,1.23386,106.0,1.42408,62.0,0.86640,11.0
2018-04-13T19:16:00.000000000Z,1.23393,84.0,1.42414,67.0,0.86646,12.0
2018-04-13T19:17:00.000000000Z,1.23396,39.0,1.42412,35.0,0.86648,5.0
2018-04-13T19:18:00.000000000Z,1.23398,49.0,1.42406,54.0,0.86650,10.0
2018-04-13T19:19:00.000000000Z,1.23406,109.0,1.42415,91.0,0.86656,16.0
2018-04-13T19:20:00.000000000Z,1.23403,66.0,1.42410,77.0,0.86656,6.0
2018-04-13T19:21:00.000000000Z,1.23388,66.0,1.42402,55.0,0.86648,11.0
