time,EUR_USD_close,EUR_USD_volume,GBP_USD_close,GBP_USD_volume,USD_JPY_close,USD_JPY_volume,EUR_GBP_close,EUR_GBP_volume,EUR_JPY_close,EUR_JPY_volume,GBP_JPY_close,GBP_JPY_volume
2015-02-19T22:00:00.000000000Z,1.13786,53508.0,1.53983,24016.0,119.010,33358.0,0.73886,34402.0,135.446,51498.0,183.200,190288.0
2015-02-22T22:00:00.000000000Z,1.13347,25830.0,1.54573,15264.0,118.813,20096.0,0.73330,18548.0,134.666,25186.0,183.659,126946.0
2015-02-23T22:00:00.000000000Z,1.13396,35117.0,1.54559,19959.0,118.980,29984.0,0.73380,22635.0,134.908,43964.0,183.890,163464.0
2015-02-24T22:00:00.000000000Z,1.13611,25512.0,1.55282,16810.0,118.860,22785.0,0.73158,16684.0,135.036,24876.0,184.560,132715.0
2015-02-25T22:00:00.000000000Z,1.11977,35409.0,1.54067,19842.0,119.418,26391.0,0.72675,22192.0,133.714,32811.0,183.970,149008.0
2015-02-26T22:00:00.000000000Z,1.11968,35230.0,1.54392,20049.0,119.606,28266.0,0.72537,22489.0,133.943,32344.0,184.659,148805.0
2015-03-01T22:00:00.000000000Z,1.11836,22429.0,1.53645,18135.0,120.132,19580.0,0.72790,15753.0,134.356,21937.0,184.580,103422.0
2015-03-02T22:00:00.000000000Z,1.11764,20490.0,1.53606,11236.0,119.738,22178.0,0.72767,13778.0,133.828,20945.0,183.910,108401.0
2015-03-03T22:00:00.000000000Z,1.10791,29374.0,1.52655,16135.0,119.688,23304.0,0.72572,17597.0,132.607,25444.0,182.704,115385.0
2015-03-04T22:00:00.000000000Z,1.10292,38639.0,1.52390,16820.0,120.134,23926.0,0.72376,22865.0,132.492,33586.0,183.077,116227.0
2015-03-05T22:00:00.000000000Z,1.08434,42464.0,1.50405,26485.0,120.827,35912.0,0.72087,26034.0,130.995,38466.0,181.685,141287.0
2015-03-08T21:00:00.000000000Z,1.08522,24594.0,1.51280,16937.0,121.150,23141.0,0.71736,16369.0,131.467,23592.0,183.278,109893.0
2015-03-09T21:00:00.000000000Z,1.06984,46943.0,1.50696,23585.0,121.146,42354.0,0.70991,24961.0,129.606,43895.0,182.572,178382.0
2015-03-10T21:00:00.000000000Z,1.05464,53154.0,1.49287,32655.0,121.453,38344.0,0.70637,31245.0,128.096,46452.0,181.332,186975.0
2015-03-11T21:00:00.000000000Z,1.06361,55461.0,1.48820,29882.0,121.284,35543.0,0.71470,33688.0,128.994,46714.0,180.491,170613.0
2015-03-12T21:00:00.000000000Z,1.04960,45629.0,1.47428,29565.0,121.384,31056.0,0.71182,28762.0,127.415,40620.0,178.985,148874.0
2015-03-15T21:00:00.000000000Z,1.05693,38233.0,1.48296,19584.0,121.340,23290.0,0.71264,23905.0,128.245,33140.0,179.947,116733.0
2015-03-16T21:00:00.000000000Z,1.05976,36132.0,1.47492,18613.0,121.374,20717.0,0.71850,20798.0,128.626,29966.0,179.000,116497.0
2015-03-17T21:00:00.000000000Z,1.08649,77489.0,1.49788,63170.0,120.118,51295.0,0.72541,50299.0,130.507,57476.0,179.907,181069.0
2015-03-18T21:00:00.000000000Z,1.06592,84683.0,1.47520,55950.0,120.772,44801.0,0.72250,52202.0,128.741,68649.0,178.158,227728.0
2015-03-19T21:00:00.000000000Z,1.08216,56579.0,1.49517,37390.0,120.070,34548.0,0.72390,32758.0,129.930,46578.0,179.567,169385.0
2015-03-22T21:00:00.000000000Z,1.09458,70637.0,1.49522,42339.0,119.726,32554.0,0.73205,41272.0,131.047,50672.0,179.036,179990.0
2015-03-23T21:00:00.000000000Z,1.09247,61894.0,1.48501,35004.0,119.753,32037.0,0.73566,32527.0,130.817,46713.0,177.832,169106.0
2015-03-24T21:00:00.000000000Z,1.09698,47617.0,1.48807,29347.0,119.488,25922.0,0.73716,24822.0,131.082,38309.0,177.816,142234.0
2015-03-25T21:00:00.000000000Z,1.08844,54987.0,1.48502,31573.0,119.192,34431.0,0.73290,30569.0,129.730,44068.0,177.006,181462.0
2015-03-26T21:00:00.000000000Z,1.08906,53739.0,1.48777,34818.0,119.126,31660.0,0.73223,32609.0,129.730,42708.0,177.200,170428.0
2015-03-29T21:00:00.000000000Z,1.08348,38306.0,1.48115,24322.0,120.072,22766.0,0.73161,25662.0,130.097,31760.0,177.835,134443.0
2015-03-30T21:00:00.000000000Z,1.07310,40548.0,1.48172,29748.0,120.142,27599.0,0.72425,25432.0,128.926,33252.0,178.022,151327.0
2015-03-31T21:00:00.000000000Z,1.07630,45472.0,1.48234,33297.0,119.751,35908.0,0.72610,27644.0,128.886,40544.0,177.511,160415.0
2015-04-01T21:00:00.000000000Z,1.08802,40330.0,1.48282,28002.0,119.724,23335.0,0.73373,23558.0,130.252,33490.0,177.522,135425.0
2015-04-02T21:00:00.000000000Z,1.09723,29826.0,1.49158,35064.0,118.992,24067.0,0.73553,26977.0,130.567,23482.0,177.491,72596.0
2015-04-05T21:00:00.000000000Z,1.09222,22050.0,1.48807,15043.0,119.536,14450.0,0.73392,16241.0,130.560,19191.0,177.892,76950.0
2015-04-06T21:00:00.000000000Z,1.08150,40115.0,1.48078,24989.0,120.266,21711.0,0.73032,22554.0,130.074,30791.0,178.100,132148.0
2015-04-07T21:00:00.000000000Z,1.07807,48248.0,1.48670,30536.0,120.132,29287.0,0.72518,26127.0,129.516,36783.0,178.596,148611.0
2015-04-08T21:00:00.000000000Z,1.06594,38337.0,1.47138,24296.0,120.578,21658.0,0.72448,21148.0,128.528,28325.0,177.410,129107.0
2015-04-09T21:00:00.000000000Z,1.06018,37899.0,1.46322,27851.0,120.198,22270.0,0.72456,22054.0,127.456,31055.0,175.916,134129.0
2015-04-12T21:00:00.000000000Z,1.05668,42896.0,1.46758,27498.0,120.130,24543.0,0.72008,22780.0,126.948,35843.0,176.302,143251.0
2015-04-13T21:00:00.000000000Z,1.06547,50106.0,1.47817,31438.0,119.397,31096.0,0.72082,26337.0,127.219,42796.0,176.496,162149.0
2015-04-14T21:00:00.000000000Z,1.06841,58732.0,1.48429,30977.0,119.136,27661.0,0.71988,31039.0,127.291,45885.0,176.836,155446.0
2015-04-15T21:00:00.000000000Z,1.07614,67382.0,1.49349,36457.0,119.003,30544.0,0.72059,34574.0,128.064,51197.0,177.730,168726.0
2015-04-16T21:00:00.000000000Z,1.08068,61522.0,1.49654,34903.0,118.919,30830.0,0.72217,32144.0,128.496,43768.0,177.926,158082.0
2015-04-19T21:00:00.000000000Z,1.07374,38801.0,1.49072,27621.0,119.188,20907.0,0.72024,21418.0,127.975,29556.0,177.664,122313.0
2015-04-20T21:00:00.000000000Z,1.07358,39106.0,1.49265,22734.0,119.670,22395.0,0.71922,19805.0,128.464,29805.0,178.615,121681.0
2015-04-21T21:00:00.000000000Z,1.07250,42230.0,1.50368,30251.0,119.910,24830.0,0.71325,23997.0,128.599,29553.0,180.306,141475.0
2015-04-22T21:00:00.000000000Z,1.08238,48633.0,1.50560,27382.0,119.584,25369.0,0.71884,24406.0,129.432,34244.0,180.054,140287.0
2015-04-23T21:00:00.000000000Z,1.08748,52333.0,1.51872,26666.0,118.966,28251.0,0.71601,26991.0,129.374,38623.0,180.692,153497.0
2015-04-26T21:00:00.000000000Z,1.08890,37533.0,1.52380,22531.0,119.040,20998.0,0.71466,18918.0,129.625,26795.0,181.386,128328.0
2015-04-27T21:00:00.000000000Z,1.09816,42838.0,1.53390,29519.0,118.876,22769.0,0.71593,24659.0,130.542,31567.0,182.346,144747.0
2015-04-28T21:00:00.000000000Z,1.11283,69406.0,1.54381,40618.0,119.018,36816.0,0.72082,36149.0,132.445,47438.0,183.736,188435.0
2015-04-29T21:00:00.000000000Z,1.12226,72426.0,1.53526,38034.0,119.376,38990.0,0.73098,35298.0,133.972,54387.0,183.272,202849.0
2015-04-30T21:00:00.000000000Z,1.11974,42925.0,1.51424,32761.0,120.210,19767.0,0.73962,28682.0,134.592,31712.0,182.002,130956.0
2015-05-03T21:00:00.000000000Z,1.11476,34780.0,1.51206,31427.0,120.122,16098.0,0.73723,26343.0,133.916,26318.0,181.623,118748.0
2015-05-04T21:00:00.000000000Z,1.11856,48026.0,1.51820,28790.0,119.862,23385.0,0.73679,24618.0,134.074,34560.0,181.966,152728.0
2015-05-05T21:00:00.000000000Z,1.13474,61225.0,1.52449,38621.0,119.462,26929.0,0.74428,29433.0,135.558,41463.0,182.132,188047.0
2015-05-06T21:00:00.000000000Z,1.12665,54855.0,1.52468,37463.0,119.742,29431.0,0.73892,29450.0,134.910,42307.0,182.578,201893.0
2015-05-07T21:00:00.000000000Z,1.12032,65353.0,1.54426,52826.0,119.794,31295.0,0.72564,33104.0,134.233,46043.0,185.025,105198.0
2015-05-10T21:00:00.000000000Z,1.11550,41009.0,1.55858,26629.0,120.088,16810.0,0.71572,18918.0,133.958,28448.0,187.162,62346.0
2015-05-11T21:00:00.000000000Z,1.12132,40835.0,1.56706,26106.0,119.869,21673.0,0.71555,19191.0,134.408,31349.0,187.839,67223.0
2015-05-12T21:00:00.000000000Z,1.13544,45071.0,1.57446,31585.0,119.150,24446.0,0.72115,21204.0,135.294,32061.0,187.598,76394.0
2015-05-13T21:00:00.000000000Z,1.14100,50048.0,1.57754,25490.0,119.170,22532.0,0.72328,19286.0,135.974,33202.0,188.001,63768.0
2015-05-14T21:00:00.000000000Z,1.14474,48716.0,1.57266,22280.0,119.349,24786.0,0.72790,18905.0,136.641,32714.0,187.674,62117.0
2015-05-17T21:00:00.000000000Z,1.13150,37152.0,1.56527,19656.0,119.984,17391.0,0.72284,17132.0,135.754,25054.0,187.802,50972.0
2015-05-18T21:00:00.000000000Z,1.11498,49268.0,1.55101,26830.0,120.687,20155.0,0.71876,23320.0,134.558,33524.0,187.191,66585.0
2015-05-19T21:00:00.000000000Z,1.10945,57234.0,1.55354,30296.0,121.364,29793.0,0.71420,23920.0,134.641,37189.0,188.542,74938.0
2015-05-20T21:00:00.000000000Z,1.11122,47658.0,1.56611,25441.0,121.026,23135.0,0.70952,20752.0,134.486,31860.0,189.546,63088.0
2015-05-21T21:00:00.000000000Z,1.10128,49189.0,1.54893,26159.0,121.534,24107.0,0.71117,21943.0,133.847,33055.0,188.265,65205.0
2015-05-24T21:00:00.000000000Z,1.09775,17651.0,1.54703,8019.0,121.560,9431.0,0.70956,8794.0,133.439,13447.0,188.056,22661.0
2015-05-25T21:00:00.000000000Z,1.08722,48735.0,1.53836,26010.0,123.121,33586.0,0.70671,19993.0,133.862,34129.0,189.406,74594.0
2015-05-26T21:00:00.000000000Z,1.09038,46691.0,1.53542,25943.0,123.666,34099.0,0.71014,20038.0,134.852,34680.0,189.880,77804.0
2015-05-27T21:00:00.000000000Z,1.09480,53745.0,1.53137,27044.0,123.954,36714.0,0.71488,22048.0,135.706,41265.0,189.822,81571.0
2015-05-28T21:00:00.000000000Z,1.09908,47378.0,1.52935,25246.0,124.146,33544.0,0.71877,20656.0,136.456,35888.0,189.868,72258.0
2015-05-31T21:00:00.000000000Z,1.09266,42872.0,1.52015,23487.0,124.786,27381.0,0.71882,18696.0,136.348,32052.0,189.697,68536.0
2015-06-01T21:00:00.000000000Z,1.11512,62433.0,1.53435,28120.0,124.114,39663.0,0.72674,25534.0,138.394,47961.0,190.433,84981.0
2015-06-02T21:00:00.000000000Z,1.12754,62330.0,1.53400,26950.0,124.228,34151.0,0.73500,26350.0,140.073,46935.0,190.570,75292.0
2015-06-03T21:00:00.000000000Z,1.12383,59657.0,1.53660,25096.0,124.368,31911.0,0.73139,25519.0,139.768,44253.0,191.100,71575.0
2015-06-04T21:00:00.000000000Z,1.11138,63405.0,1.52686,26739.0,125.599,35653.0,0.72789,25349.0,139.612,45726.0,191.791,71657.0
2015-06-07T21:00:00.000000000Z,1.12919,51008.0,1.53492,21203.0,124.492,30859.0,0.73570,21998.0,140.578,38994.0,191.078,62951.0
2015-06-08T21:00:00.000000000Z,1.12826,54515.0,1.53852,23816.0,124.348,37578.0,0.73334,22609.0,140.288,41196.0,191.310,70323.0
2015-06-09T21:00:00.000000000Z,1.13241,63632.0,1.55298,31948.0,122.674,59622.0,0.72922,26860.0,138.918,59458.0,190.526,106470.0
2015-06-10T21:00:00.000000000Z,1.12578,52564.0,1.55170,23118.0,123.422,37688.0,0.72552,22002.0,138.940,40875.0,191.522,71001.0
2015-06-11T21:00:00.000000000Z,1.12681,55367.0,1.55614,25211.0,123.407,30313.0,0.72401,22649.0,139.009,41348.0,192.026,65928.0
2015-06-14T21:00:00.000000000Z,1.12836,43393.0,1.56012,18563.0,123.394,24657.0,0.72323,18002.0,139.234,32738.0,192.512,53627.0
2015-06-15T21:00:00.000000000Z,1.12485,37088.0,1.56492,19793.0,123.355,21198.0,0.71880,15928.0,138.758,29793.0,193.044,54426.0
2015-06-16T21:00:00.000000000Z,1.13371,50580.0,1.58328,29438.0,123.442,33508.0,0.71608,22519.0,139.937,40727.0,195.436,71112.0
2015-06-17T21:00:00.000000000Z,1.13640,50827.0,1.58800,24548.0,122.954,34004.0,0.71562,21974.0,139.729,38994.0,195.252,73318.0
2015-06-18T21:00:00.000000000Z,1.13498,35665.0,1.58780,14936.0,122.709,24071.0,0.71476,14549.0,139.246,28585.0,194.807,47609.0
2015-06-21T21:00:00.000000000Z,1.13402,37578.0,1.58244,16886.0,123.375,19572.0,0.71664,16610.0,139.910,29540.0,195.222,48942.0
2015-06-22T21:00:00.000000000Z,1.11676,43628.0,1.57284,21029.0,123.940,20149.0,0.71004,19633.0,138.414,31151.0,194.944,55515.0
2015-06-23T21:00:00.000000000Z,1.12053,42643.0,1.57062,19886.0,123.849,21127.0,0.71346,18606.0,138.780,31649.0,194.520,54849.0
2015-06-24T21:00:00.000000000Z,1.12050,36154.0,1.57454,17783.0,123.620,21536.0,0.71160,15888.0,138.519,27741.0,194.654,52024.0
2015-06-25T21:00:00.000000000Z,1.11732,31449.0,1.57469,15638.0,123.846,18653.0,0.70949,13693.0,138.353,24425.0,195.056,46025.0
2015-06-28T21:00:00.000000000Z,1.12360,73976.0,1.57376,36673.0,122.548,56397.0,0.71399,32939.0,137.690,62874.0,192.861,98119.0
2015-06-29T21:00:00.000000000Z,1.11382,49692.0,1.57073,25172.0,122.499,35473.0,0.70912,22091.0,136.444,43712.0,192.418,80022.0
2015-06-30T21:00:00.000000000Z,1.10530,37708.0,1.56167,19967.0,123.171,28305.0,0.70782,17743.0,136.148,30970.0,192.358,59191.0
2015-07-01T21:00:00.000000000Z,1.10838,34264.0,1.56092,17540.0,123.062,24506.0,0.71014,15973.0,136.395,27742.0,192.090,51825.0
2015-07-02T21:00:00.000000000Z,1.11137,21333.0,1.55702,12883.0,122.771,21878.0,0.71364,11204.0,136.443,18553.0,191.175,40535.0
2015-07-05T21:00:00.000000000Z,1.10561,46873.0,1.56054,20387.0,122.573,40004.0,0.70846,21486.0,135.514,40945.0,191.288,66654.0
2015-07-06T21:00:00.000000000Z,1.10112,48877.0,1.54619,24966.0,122.542,29822.0,0.71213,23215.0,134.933,39516.0,189.458,72008.0
2015-07-07T21:00:00.000000000Z,1.10767,48088.0,1.53608,21659.0,120.700,48671.0,0.72104,23324.0,133.702,45553.0,185.412,87406.0
2015-07-08T21:00:00.000000000Z,1.10368,39946.0,1.53802,17359.0,121.338,34239.0,0.71754,19894.0,133.912,37687.0,186.606,67072.0
2015-07-09T21:00:00.000000000Z,1.11552,50342.0,1.55177,22065.0,122.798,37116.0,0.71874,23715.0,136.944,44930.0,190.517,72056.0
2015-07-12T21:00:00.000000000Z,1.10014,47482.0,1.54869,20561.0,123.430,28870.0,0.71038,22924.0,135.788,41657.0,191.152,64576.0
2015-07-13T21:00:00.000000000Z,1.10091,39745.0,1.56368,21653.0,123.385,21029.0,0.70406,20254.0,135.830,31414.0,192.936,78079.0
2015-07-14T21:00:00.000000000Z,1.09482,37797.0,1.56410,21981.0,123.768,21915.0,0.69989,18023.0,135.495,31156.0,193.588,153693.0
2015-07-15T21:00:00.000000000Z,1.08752,38946.0,1.56106,19892.0,124.146,20896.0,0.69658,18079.0,135.002,32626.0,193.808,142143.0
2015-07-16T21:00:00.000000000Z,1.08298,26951.0,1.56010,16410.0,124.064,14180.0,0.69419,13334.0,134.395,21540.0,193.619,106687.0
2015-07-19T21:00:00.000000000Z,1.08249,23656.0,1.55642,14330.0,124.282,10169.0,0.69550,12321.0,134.530,19092.0,193.422,97168.0
2015-07-20T21:00:00.000000000Z,1.09389,31506.0,1.55562,16419.0,123.890,16695.0,0.70315,15495.0,135.526,24823.0,192.700,130835.0
2015-07-21T21:00:00.000000000Z,1.09288,31341.0,1.56140,23003.0,123.974,17725.0,0.69994,16350.0,135.482,24946.0,193.566,139274.0
2015-07-22T21:00:00.000000000Z,1.09818,35831.0,1.55134,21783.0,123.909,20208.0,0.70794,17819.0,136.082,27346.0,192.240,127887.0
2015-07-23T21:00:00.000000000Z,1.09823,29105.0,1.55097,17037.0,123.800,16762.0,0.70807,14289.0,135.966,23135.0,192.038,113966.0
2015-07-26T21:00:00.000000000Z,1.10876,36885.0,1.55590,18043.0,123.246,21504.0,0.71262,17867.0,136.652,29245.0,191.760,140438.0
2015-07-27T21:00:00.000000000Z,1.10600,27282.0,1.56117,20492.0,123.555,19482.0,0.70838,14298.0,136.650,24689.0,192.882,137399.0
2015-07-28T21:00:00.000000000Z,1.09843,36158.0,1.56042,25547.0,123.941,20800.0,0.70398,16950.0,136.138,29074.0,193.387,147686.0
2015-07-29T21:00:00.000000000Z,1.09322,32653.0,1.56022,20707.0,124.145,21163.0,0.70076,15172.0,135.720,25166.0,193.686,146051.0
2015-07-30T21:00:00.000000000Z,1.09850,45969.0,1.56201,28703.0,123.859,26092.0,0.70312,21719.0,136.063,36886.0,193.505,175257.0
2015-08-02T21:00:00.000000000Z,1.09502,28997.0,1.55860,18790.0,124.032,17593.0,0.70257,13684.0,135.822,23216.0,193.324,131738.0
2015-08-03T21:00:00.000000000Z,1.08816,29022.0,1.55648,21408.0,124.380,18115.0,0.69920,14221.0,135.341,22937.0,193.584,146574.0
2015-08-04T21:00:00.000000000Z,1.09058,34551.0,1.56026,24796.0,124.868,22192.0,0.69892,16607.0,136.180,26499.0,194.834,165909.0
2015-08-05T21:00:00.000000000Z,1.09249,25559.0,1.55120,25668.0,124.740,17087.0,0.70432,16165.0,136.277,21133.0,193.492,135262.0
2015-08-06T21:00:00.000000000Z,1.09662,35018.0,1.54952,27374.0,124.222,23132.0,0.70780,16834.0,136.231,26275.0,192.466,148785.0
2015-08-09T21:00:00.000000000Z,1.10186,25952.0,1.55922,17215.0,124.627,15260.0,0.70671,12895.0,137.322,19869.0,194.320,118858.0
2015-08-10T21:00:00.000000000Z,1.10422,39484.0,1.55730,22154.0,125.124,26023.0,0.70908,17273.0,138.155,31819.0,194.839,159647.0
2015-08-11T21:00:00.000000000Z,1.11604,44223.0,1.56142,27715.0,124.210,33520.0,0.71484,18659.0,138.616,36259.0,193.929,194153.0
2015-08-12T21:00:00.000000000Z,1.11511,34426.0,1.56102,19850.0,124.432,22393.0,0.71430,14786.0,138.750,25910.0,194.242,138648.0
2015-08-13T21:00:00.000000000Z,1.11094,29548.0,1.56447,18464.0,124.333,17141.0,0.71021,13851.0,138.096,22462.0,194.448,123106.0
2015-08-16T21:00:00.000000000Z,1.10765,25674.0,1.55857,15669.0,124.388,14262.0,0.71066,12736.0,137.781,19010.0,193.878,100092.0
2015-08-17T21:00:00.000000000Z,1.10254,21153.0,1.56602,18564.0,124.410,14257.0,0.70403,11622.0,137.163,15590.0,194.830,111210.0
2015-08-18T21:00:00.000000000Z,1.11200,36042.0,1.56798,20443.0,123.801,23169.0,0.70920,16246.0,137.664,26881.0,194.118,134425.0
2015-08-19T21:00:00.000000000Z,1.12408,35553.0,1.56894,20709.0,123.404,24128.0,0.71643,16911.0,138.722,28245.0,193.619,150388.0
2015-08-20T21:00:00.000000000Z,1.13870,46165.0,1.56941,24464.0,122.031,41736.0,0.72552,18989.0,138.958,37853.0,191.481,199247.0
2015-08-23T21:00:00.000000000Z,1.16198,119664.0,1.57780,81317.0,118.429,151260.0,0.73638,48685.0,137.604,111547.0,186.855,340839.0
2015-08-24T21:00:00.000000000Z,1.15164,91972.0,1.56858,41307.0,118.866,114006.0,0.73413,37922.0,136.899,89003.0,186.442,329094.0
2015-08-25T21:00:00.000000000Z,1.13140,83398.0,1.54636,35013.0,119.902,96582.0,0.73167,36597.0,135.668,72755.0,185.424,296447.0
2015-08-26T21:00:00.000000000Z,1.12462,55009.0,1.54023,27359.0,121.032,63059.0,0.73006,25777.0,136.116,50436.0,186.412,217436.0
2015-08-27T21:00:00.000000000Z,1.11842,39486.0,1.53937,24345.0,121.730,41710.0,0.72669,21004.0,136.122,35787.0,187.327,179694.0
2015-08-28T21:00:00.000000000Z,1.11841,2.0,1.53917,2.0,121.715,2.0,0.72669,2.0,136.122,2.0,187.327,2.0
2015-08-30T21:00:00.000000000Z,1.12110,31471.0,1.53446,16935.0,121.224,29140.0,0.73060,15338.0,135.905,28903.0,186.019,142845.0
2015-08-31T21:00:00.000000000Z,1.13146,53282.0,1.53048,23251.0,119.380,62566.0,0.73932,26906.0,135.078,45821.0,182.696,245206.0
2015-09-01T21:00:00.000000000Z,1.12267,40342.0,1.52992,19587.0,120.331,52311.0,0.73376,21177.0,135.100,37333.0,184.095,212366.0
2015-09-02T21:00:00.000000000Z,1.11236,43295.0,1.52579,20806.0,120.059,41972.0,0.72899,21413.0,133.554,36431.0,183.190,177026.0
2015-09-03T21:00:00.000000000Z,1.11489,43978.0,1.51694,19880.0,119.018,59799.0,0.73483,20397.0,132.700,42722.0,180.572,206865.0
2015-09-06T21:00:00.000000000Z,1.11704,22286.0,1.52765,18132.0,119.278,31902.0,0.73118,12512.0,133.230,24900.0,182.209,146502.0
2015-09-07T21:00:00.000000000Z,1.12026,30278.0,1.53952,17391.0,119.815,39704.0,0.72764,16639.0,134.228,31340.0,184.465,177298.0
2015-09-08T21:00:00.000000000Z,1.12074,32604.0,1.53691,14091.0,120.507,44759.0,0.72922,16239.0,135.056,33121.0,185.190,190313.0
2015-09-09T21:00:00.000000000Z,1.12791,43543.0,1.54450,25150.0,120.630,63340.0,0.73030,21889.0,136.058,45317.0,186.321,226833.0
