time,USD_JPY_close,USD_JPY_volume,GBP_USD_close,GBP_USD_volume,GBP_JPY_close,GBP_JPY_volume
2019-01-02T00:00:00.000000000Z,109.655,25.0,1.27484,180.0,139.808,55.0
2019-01-02T00:05:00.000000000Z,109.631,232.0,1.27494,305.0,139.792,210.0
2019-01-02T00:10:00.000000000Z,109.570,55.0,1.27496,298.0,139.708,103.0
2019-01-02T00:15:00.000000000Z,109.594,66.0,1.27500,236.0,139.746,99.0
2019-01-02T00:20:00.000000000Z,109.601,37.0,1.27492,224.0,139.746,94.0
2019-01-02T00:25:00.000000000Z,109.564,57.0,1.27482,491.0,139.690,82.0
2019-01-02T00:30:00.000000000Z,109.619,60.0,1.27464,681.0,139.751,124.0
2019-01-02T00:35:00.000000000Z,109.630,43.0,1.27462,614.0,139.764,65.0
2019-01-02T00:40:00.000000000Z,109.674,48.0,1.27474,413.0,139.832,80.0
2019-01-02T00:45:00.000000000Z,109.648,58.0,1.27475,117.0,139.797,78.0
2019-01-02T00:50:00.000000000Z,109.602,58.0,1.27486,117.0,139.752,62.0
2019-01-02T00:55:00.000000000Z,109.629,57.0,1.27488,75.0,139.788,82.0
2019-01-02T01:00:00.000000000Z,109.584,88.0,1.27470,196.0,139.714,136.0
2019-01-02T01:05:00.000000000Z,109.626,67.0,1.27471,370.0,139.760,107.0
2019-01-02T01:10:00.000000000Z,109.672,50.0,1.27460,232.0,139.800,90.0
2019-01-02T01:15:00.000000000Z,109.652,46.0,1.27458,106.0,139.776,59.0
2019-01-02T01:20:00.000000000Z,109.655,21.0,1.27465,26.0,139.784,22.0
2019-01-02T01:25:00.000000000Z,109.664,24.0,1.27454,60.0,139.786,27.0
2019-01-02T01:30:00.000000000Z,109.666,28.0,1.27430,130.0,139.766,67.0
2019-01-02T01:35:00.000000000Z,109.659,66.0,1.27446,103.0,139.778,108.0
2019-01-02T01:40:00.000000000Z,109.636,57.0,1.27489,197.0,139.787,115.0
2019-01-02T01:45:00.000000000Z,109.653,67.0,1.27444,284.0,139.768,149.0
2019-01-02T01:50:00.000000000Z,109.619,95.0,1.27436,166.0,139.719,152.0
2019-01-02T01:55:00.000000000Z,109.598,108.0,1.27450,216.0,139.706,161.0
2019-01-02T02:00:00.000000000Z,109.568,127.0,1.27426,210.0,139.645,151.0
2019-01-02T02:05:00.000000000Z,109.571,69.0,1.27404,110.0,139.618,104.0
2019-01-02T02:10:00.000000000Z,109.512,94.0,1.27429,213.0,139.568,116.0
2019-01-02T02:15:00.000000000Z,109.481,63.0,1.27386,372.0,139.482,167.0
2019-01-02T02:20:00.000000000Z,109.450,197.0,1.27372,222.0,139.429,262.0
2019-01-02T02:25:00.000000000Z,109.434,106.0,1.27356,219.0,139.396,166.0
2019-01-02T02:30:00.000000000Z,109.398,134.0,1.27362,155.0,139.354,183.0
2019-01-02T02:35:00.000000000Z,109.347,92.0,1.27338,235.0,139.262,179.0
2019-01-02T02:40:00.000000000Z,109.410,113.0,1.27277,197.0,139.274,191.0
2019-01-02T02:45:00.000000000Z,109.404,58.0,1.27254,179.0,139.236,112.0
2019-01-02T02:50:00.000000000Z,109.398,50.0,1.27298,106.0,139.276,81.0
2019-01-02T02:55:00.000000000Z,109.412,78.0,1.27284,180.0,139.284,118.0
2019-01-02T03:00:00.000000000Z,109.392,52.0,1.27277,110.0,139.248,89.0
2019-01-02T03:05:00.000000000Z,109.386,54.0,1.27294,37.0,139.263,90.0
2019-01-02T03:10:00.000000000Z,109.419,54.0,1.27304,90.0,139.310,82.0
2019-01-02T03:15:00.000000000Z,109.392,45.0,1.27304,106.0,139.279,65.0
2019-01-02T03:20:00.000000000Z,109.376,55.0,1.27296,117.0,139.254,69.0
2019-01-02T03:25:00.000000000Z,109.364,49.0,1.27308,257.0,139.244,78.0
2019-01-02T03:30:00.000000000Z,109.383,47.0,1.27294,89.0,139.254,70.0
2019-01-02T03:35:00.000000000Z,109.396,47.0,1.27270,57.0,139.252,74.0
2019-01-02T03:40:00.000000000Z,109.390,16.0,1.27278,73.0,139.246,35.0
2019-01-02T03:45:00.000000000Z,109.404,42.0,1.27287,169.0,139.274,61.0
2019-01-02T03:50:00.000000000Z,109.415,57.0,1.27296,161.0,139.298,111.0
2019-01-02T03:55:00.000000000Z,109.421,60.0,1.27304,48.0,139.320,98.0
2019-01-02T04:00:00.000000000Z,109.384,147.0,1.27304,159.0,139.264,209.0
2019-01-02T04:05:00.000000000Z,109.366,76.0,1.27299,139.0,139.238,91.0
2019-01-02T04:10:00.000000000Z,109.360,36.0,1.27308,143.0,139.240,59.0
2019-01-02T04:15:00.000000000Z,109.358,23.0,1.27308,86.0,139.234,32.0
2019-01-02T04:20:00.000000000Z,109.357,44.0,1.27320,114.0,139.248,53.0
2019-01-02T04:25:00.000000000Z,109.352,38.0,1.27331,126.0,139.256,56.0
2019-01-02T04:30:00.000000000Z,109.378,56.0,1.27314,77.0,139.274,69.0
2019-01-02T04:35:00.000000000Z,109.364,48.0,1.27351,223.0,139.293,83.0
2019-01-02T04:40:00.000000000Z,109.366,43.0,1.27342,224.0,139.290,61.0
2019-01-02T04:45:00.000000000Z,109.378,27.0,1.27329,127.0,139.286,55.0
2019-01-02T04:50:00.000000000Z,109.384,10.0,1.27328,80.0,139.292,17.0
2019-01-02T04:55:00.000000000Z,109.390,24.0,1.27344,80.0,139.316,44.0
2019-01-02T05:00:00.000000000Z,109.375,18.0,1.27360,149.0,139.316,53.0
2019-01-02T05:05:00.000000000Z,109.401,29.0,1.27336,99.0,139.327,53.0
2019-01-02T05:10:00.000000000Z,109.402,16.0,1.27339,162.0,139.338,37.0
2019-01-02T05:15:00.000000000Z,109.392,30.0,1.27368,227.0,139.346,85.0
2019-01-02T05:20:00.000000000Z,109.416,24.0,1.27426,340.0,139.438,131.0
2019-01-02T05:25:00.000000000Z,109.400,37.0,1.27433,427.0,139.426,115.0
2019-01-02T05:30:00.000000000Z,109.400,36.0,1.27452,416.0,139.452,127.0
2019-01-02T05:35:00.000000000Z,109.362,46.0,1.27502,265.0,139.454,113.0
2019-01-02T05:40:00.000000000Z,109.354,19.0,1.27530,315.0,139.476,95.0
2019-01-02T05:45:00.000000000Z,109.375,32.0,1.27492,349.0,139.456,80.0
2019-01-02T05:50:00.000000000Z,109.350,24.0,1.27509,247.0,139.446,62.0
2019-01-02T05:55:00.000000000Z,109.304,68.0,1.27566,412.0,139.446,149.0
2019-01-02T06:00:00.000000000Z,109.290,56.0,1.27617,377.0,139.488,125.0
2019-01-02T06:05:00.000000000Z,109.210,51.0,1.27635,266.0,139.406,142.0
2019-01-02T06:10:00.000000000Z,109.206,116.0,1.27661,342.0,139.438,229.0
2019-01-02T06:15:00.000000000Z,109.144,69.0,1.27724,198.0,139.421,137.0
2019-01-02T06:20:00.000000000Z,109.156,71.0,1.27678,307.0,139.384,133.0
2019-01-02T06:25:00.000000000Z,109.160,85.0,1.27656,316.0,139.376,121.0
2019-01-02T06:30:00.000000000Z,109.162,26.0,1.27656,196.0,139.378,56.0
2019-01-02T06:35:00.000000000Z,109.162,30.0,1.27639,131.0,139.355,80.0
2019-01-02T06:40:00.000000000Z,109.152,54.0,1.27619,187.0,139.324,142.0
2019-01-02T06:45:00.000000000Z,109.194,47.0,1.27584,405.0,139.332,152.0
2019-01-02T06:50:00.000000000Z,109.216,83.0,1.27540,253.0,139.317,153.0
2019-01-02T06:55:00.000000000Z,109.256,53.0,1.27559,225.0,139.382,125.0
2019-01-02T07:00:00.000000000Z,109.276,132.0,1.27558,337.0,139.416,253.0
2019-01-02T07:05:00.000000000Z,109.208,112.0,1.27612,276.0,139.388,199.0
2019-01-02T07:10:00.000000000Z,109.226,79.0,1.27565,286.0,139.352,202.0
2019-01-02T07:15:00.000000000Z,109.207,70.0,1.27580,537.0,139.350,226.0
2019-01-02T07:20:00.000000000Z,109.225,118.0,1.27558,486.0,139.343,249.0
2019-01-02T07:25:00.000000000Z,109.254,78.0,1.27537,237.0,139.356,143.0
2019-01-02T07:30:00.000000000Z,109.285,104.0,1.27536,286.0,139.398,217.0
2019-01-02T07:35:00.000000000Z,109.295,98.0,1.27536,223.0,139.414,175.0
2019-01-02T07:40:00.000000000Z,109.314,70.0,1.27552,200.0,139.452,154.0
2019-01-02T07:45:00.000000000Z,109.325,57.0,1.27500,216.0,139.410,200.0
2019-01-02T07:50:00.000000000Z,109.300,60.0,1.27536,208.0,139.413,163.0
2019-01-02T07:55:00.000000000Z,109.310,75.0,1.27521,445.0,139.409,228.0
2019-01-02T08:00:00.000000000Z,109.238,137.0,1.27564,723.0,139.365,487.0
2019-01-02T08:05:00.000000000Z,109.218,196.0,1.27488,557.0,139.255,368.0
2019-01-02T08:10:00.000000000Z,109.186,169.0,1.27422,754.0,139.150,454.0
2019-01-02T08:15:00.000000000Z,109.145,231.0,1.27264,908.0,138.924,652.0
2019-01-02T08:20:00.000000000Z,109.142,172.0,1.27234,774.0,138.882,519.0
2019-01-02T08:25:00.000000000Z,109.110,135.0,1.27226,501.0,138.842,370.0
2019-01-02T08:30:00.000000000Z,109.050,251.0,1.27074,1668.0,138.602,821.0
2019-01-02T08:35:00.000000000Z,109.022,271.0,1.27126,822.0,138.611,487.0
2019-01-02T08:40:00.000000000Z,108.922,232.0,1.27003,860.0,138.352,535.0
2019-01-02T08:45:00.000000000Z,109.010,237.0,1.26996,578.0,138.454,401.0
2019-01-02T08:50:00.000000000Z,109.035,194.0,1.27011,744.0,138.502,365.0
2019-01-02T08:55:00.000000000Z,108.952,126.0,1.27111,633.0,138.506,335.0
2019-01-02T09:00:00.000000000Z,108.952,243.0,1.27124,853.0,138.529,526.0
2019-01-02T09:05:00.000000000Z,108.818,411.0,1.27173,699.0,138.405,605.0
2019-01-02T09:10:00.000000000Z,108.793,280.0,1.27198,378.0,138.397,426.0
2019-01-02T09:15:00.000000000Z,108.752,254.0,1.27174,452.0,138.330,415.0
2019-01-02T09:20:00.000000000Z,108.844,187.0,1.27026,499.0,138.284,400.0
2019-01-02T09:25:00.000000000Z,108.846,134.0,1.26953,716.0,138.200,340.0
2019-01-02T09:30:00.000000000Z,108.866,148.0,1.27131,1022.0,138.421,450.0
2019-01-02T09:35:00.000000000Z,108.883,217.0,1.26945,866.0,138.234,556.0
2019-01-02T09:40:00.000000000Z,108.893,195.0,1.26946,726.0,138.259,468.0
2019-01-02T09:45:00.000000000Z,108.962,129.0,1.26906,396.0,138.296,243.0
2019-01-02T09:50:00.000000000Z,108.946,121.0,1.26990,339.0,138.366,257.0
2019-01-02T09:55:00.000000000Z,108.943,178.0,1.26888,618.0,138.256,442.0
2019-01-02T10:00:00.000000000Z,108.998,107.0,1.26946,557.0,138.384,351.0
2019-01-02T10:05:00.000000000Z,108.920,107.0,1.27020,360.0,138.366,224.0
2019-01-02T10:10:00.000000000Z,108.895,170.0,1.26923,560.0,138.236,334.0
2019-01-02T10:15:00.000000000Z,108.934,106.0,1.26906,553.0,138.258,269.0
2019-01-02T10:20:00.000000000Z,108.902,99.0,1.26898,277.0,138.216,189.0
2019-01-02T10:25:00.000000000Z,108.928,133.0,1.26888,235.0,138.240,214.0
2019-01-02T10:30:00.000000000Z,108.898,90.0,1.26901,342.0,138.214,183.0
2019-01-02T10:35:00.000000000Z,108.924,89.0,1.26908,267.0,138.257,175.0
2019-01-02T10:40:00.000000000Z,108.929,81.0,1.26845,224.0,138.193,157.0
2019-01-02T10:45:00.000000000Z,108.965,116.0,1.26804,443.0,138.187,302.0
2019-01-02T10:50:00.000000000Z,109.102,217.0,1.26739,418.0,138.298,367.0
2019-01-02T10:55:00.000000000Z,109.046,130.0,1.26730,388.0,138.218,254.0
2019-01-02T11:00:00.000000000Z,109.106,145.0,1.26725,388.0,138.278,292.0
2019-01-02T11:05:00.000000000Z,109.132,149.0,1.26696,497.0,138.280,272.0
2019-01-02T11:10:00.000000000Z,109.142,133.0,1.26668,394.0,138.264,273.0
2019-01-02T11:15:00.000000000Z,109.168,104.0,1.26691,374.0,138.320,261.0
2019-01-02T11:20:00.000000000Z,109.144,161.0,1.26688,429.0,138.294,241.0
2019-01-02T11:25:00.000000000Z,109.136,147.0,1.26688,346.0,138.276,256.0
2019-01-02T11:30:00.000000000Z,109.104,110.0,1.26711,331.0,138.262,179.0
2019-01-02T11:35:00.000000000Z,109.052,167.0,1.26736,438.0,138.228,283.0
2019-01-02T11:40:00.000000000Z,109.072,104.0,1.26668,336.0,138.184,200.0
2019-01-02T11:45:00.000000000Z,109.086,99.0,1.26685,770.0,138.220,212.0
2019-01-02T11:50:00.000000000Z,109.080,117.0,1.26660,464.0,138.182,202.0
2019-01-02T11:55:00.000000000Z,109.108,91.0,1.26640,429.0,138.198,200.0
2019-01-02T12:00:00.000000000Z,109.150,106.0,1.26610,386.0,138.214,225.0
2019-01-02T12:05:00.000000000Z,109.206,144.0,1.26640,456.0,138.318,275.0
2019-01-02T12:10:00.000000000Z,109.230,120.0,1.26651,334.0,138.358,240.0
2019-01-02T12:15:00.000000000Z,109.210,121.0,1.26568,454.0,138.238,262.0
2019-01-02T12:20:00.000000000Z,109.270,112.0,1.26515,776.0,138.264,278.0
2019-01-02T12:25:00.000000000Z,109.268,118.0,1.26472,554.0,138.216,282.0
2019-01-02T12:30:00.000000000Z,109.202,154.0,1.26452,567.0,138.108,267.0
2019-01-02T12:35:00.000000000Z,109.174,88.0,1.26500,290.0,138.121,196.0
2019-01-02T12:40:00.000000000Z,109.180,76.0,1.26474,361.0,138.108,177.0
2019-01-02T12:45:00.000000000Z,109.161,86.0,1.26496,259.0,138.108,142.0
2019-01-02T12:50:00.000000000Z,109.142,60.0,1.26530,466.0,138.114,297.0
2019-01-02T12:55:00.000000000Z,109.144,69.0,1.26521,451.0,138.106,224.0
2019-01-02T13:00:00.000000000Z,109.086,106.0,1.26476,425.0,137.985,324.0
2019-01-02T13:05:00.000000000Z,109.002,163.0,1.26404,512.0,137.795,383.0
2019-01-02T13:10:00.000000000Z,109.020,135.0,1.26396,502.0,137.822,355.0
2019-01-02T13:15:00.000000000Z,109.022,109.0,1.26464,887.0,137.887,387.0
2019-01-02T13:20:00.000000000Z,108.954,257.0,1.26416,944.0,137.760,625.0
2019-01-02T13:25:00.000000000Z,108.932,308.0,1.26284,819.0,137.588,656.0
2019-01-02T13:30:00.000000000Z,109.047,329.0,1.26291,1100.0,137.744,591.0
2019-01-02T13:35:00.000000000Z,109.070,211.0,1.26194,557.0,137.660,398.0
2019-01-02T13:40:00.000000000Z,109.104,195.0,1.26152,431.0,137.660,380.0
2019-01-02T13:45:00.000000000Z,109.140,168.0,1.26042,770.0,137.584,475.0
2019-01-02T13:50:00.000000000Z,109.168,231.0,1.26122,691.0,137.706,478.0
2019-01-02T13:55:00.000000000Z,109.191,175.0,1.26098,766.0,137.705,442.0
2019-01-02T14:00:00.000000000Z,109.228,238.0,1.26161,840.0,137.826,493.0
2019-01-02T14:05:00.000000000Z,109.249,208.0,1.26127,673.0,137.815,461.0
2019-01-02T14:10:00.000000000Z,109.230,124.0,1.26142,411.0,137.808,272.0
2019-01-02T14:15:00.000000000Z,109.236,134.0,1.26074,362.0,137.736,234.0
2019-01-02T14:20:00.000000000Z,109.224,171.0,1.26048,693.0,137.688,308.0
2019-01-02T14:25:00.000000000Z,109.260,142.0,1.26012,589.0,137.704,325.0
2019-01-02T14:30:00.000000000Z,109.252,345.0,1.26046,584.0,137.724,510.0
2019-01-02T14:35:00.000000000Z,109.236,259.0,1.26038,462.0,137.695,379.0
2019-01-02T14:40:00.000000000Z,109.288,151.0,1.26036,331.0,137.762,250.0
2019-01-02T14:45:00.000000000Z,109.296,237.0,1.26070,652.0,137.817,466.0
2019-01-02T14:50:00.000000000Z,109.315,215.0,1.26044,671.0,137.806,468.0
2019-01-02T14:55:00.000000000Z,109.338,234.0,1.26064,689.0,137.858,537.0
2019-01-02T15:00:00.000000000Z,109.318,211.0,1.26190,752.0,137.962,649.0
2019-01-02T15:05:00.000000000Z,109.333,190.0,1.26222,477.0,138.024,377.0
2019-01-02T15:10:00.000000000Z,109.347,192.0,1.26227,497.0,138.040,417.0
2019-01-02T15:15:00.000000000Z,109.342,248.0,1.26168,452.0,137.978,429.0
2019-01-02T15:20:00.000000000Z,109.346,178.0,1.26126,738.0,137.929,470.0
2019-01-02T15:25:00.000000000Z,109.348,193.0,1.26136,761.0,137.942,504.0
2019-01-02T15:30:00.000000000Z,109.324,181.0,1.26054,938.0,137.830,517.0
2019-01-02T15:35:00.000000000Z,109.366,141.0,1.26030,735.0,137.858,501.0
2019-01-02T15:40:00.000000000Z,109.360,188.0,1.26066,560.0,137.880,438.0
2019-01-02T15:45:00.000000000Z,109.349,116.0,1.26117,395.0,137.922,314.0
2019-01-02T15:50:00.000000000Z,109.368,146.0,1.26168,358.0,138.009,361.0
2019-01-02T15:55:00.000000000Z,109.282,126.0,1.25999,1194.0,137.714,747.0
2019-01-02T16:00:00.000000000Z,109.308,197.0,1.26084,1512.0,137.844,892.0
2019-01-02T16:05:00.000000000Z,109.346,95.0,1.26066,422.0,137.872,304.0
2019-01-02T16:10:00.000000000Z,109.293,129.0,1.26021,524.0,137.757,409.0
2019-01-02T16:15:00.000000000Z,109.310,88.0,1.25938,896.0,137.680,643.0
2019-01-02T16:20:00.000000000Z,109.289,102.0,1.25974,375.0,137.697,275.0
2019-01-02T16:25:00.000000000Z,109.284,113.0,1.25874,533.0,137.582,378.0
2019-01-02T16:30:00.000000000Z,109.291,63.0,1.25896,680.0,137.612,414.0
2019-01-02T16:35:00.000000000Z,109.296,132.0,1.25877,561.0,137.601,374.0
2019-01-02T16:40:00.000000000Z,109.351,171.0,1.25880,395.0,137.675,348.0
2019-01-02T16:45:00.000000000Z,109.310,144.0,1.25946,338.0,137.690,303.0
2019-01-02T16:50:00.000000000Z,109.303,174.0,1.25964,700.0,137.697,537.0
2019-01-02T16:55:00.000000000Z,109.220,156.0,1.25978,426.0,137.616,372.0
2019-01-02T17:00:00.000000000Z,109.256,169.0,1.25937,507.0,137.616,391.0
2019-01-02T17:05:00.000000000Z,109.294,190.0,1.25929,328.0,137.654,299.0
2019-01-02T17:10:00.000000000Z,109.312,106.0,1.25977,516.0,137.724,295.0
2019-01-02T17:15:00.000000000Z,109.258,98.0,1.25950,510.0,137.632,270.0
2019-01-02T17:20:00.000000000Z,109.288,196.0,1.25940,673.0,137.661,380.0
2019-01-02T17:25:00.000000000Z,109.264,92.0,1.25966,386.0,137.660,223.0
2019-01-02T17:30:00.000000000Z,109.267,94.0,1.25964,194.0,137.654,156.0
2019-01-02T17:35:00.000000000Z,109.341,153.0,1.25878,651.0,137.659,340.0
2019-01-02T17:40:00.000000000Z,109.390,131.0,1.25878,560.0,137.721,255.0
2019-01-02T17:45:00.000000000Z,109.412,162.0,1.25902,569.0,137.777,358.0
2019-01-02T17:50:00.000000000Z,109.442,112.0,1.25861,419.0,137.766,298.0
2019-01-02T17:55:00.000000000Z,109.442,145.0,1.25864,338.0,137.776,251.0
2019-01-02T18:00:00.000000000Z,109.433,119.0,1.25880,371.0,137.772,210.0
2019-01-02T18:05:00.000000000Z,109.423,93.0,1.25894,290.0,137.772,191.0
2019-01-02T18:10:00.000000000Z,109.422,74.0,1.25915,391.0,137.795,193.0
2019-01-02T18:15:00.000000000Z,109.408,63.0,1.25945,216.0,137.816,155.0
2019-01-02T18:20:00.000000000Z,109.422,75.0,1.25952,192.0,137.840,144.0
2019-01-02T18:25:00.000000000Z,109.438,88.0,1.25944,68.0,137.848,123.0
2019-01-02T18:30:00.000000000Z,109.439,66.0,1.25922,228.0,137.829,136.0
2019-01-02T18:35:00.000000000Z,109.430,60.0,1.25930,145.0,137.823,111.0
2019-01-02T18:40:00.000000000Z,109.419,72.0,1.25936,165.0,137.812,102.0
2019-01-02T18:45:00.000000000Z,109.418,63.0,1.25940,116.0,137.824,95.0
2019-01-02T18:50:00.000000000Z,109.418,58.0,1.25962,231.0,137.844,136.0
2019-01-02T18:55:00.000000000Z,109.450,54.0,1.25924,140.0,137.839,145.0
2019-01-02T19:00:00.000000000Z,109.426,74.0,1.25914,171.0,137.797,133.0
2019-01-02T19:05:00.000000000Z,109.393,98.0,1.25896,293.0,137.741,173.0
2019-01-02T19:10:00.000000000Z,109.372,105.0,1.25910,57.0,137.730,112.0
2019-01-02T19:15:00.000000000Z,109.372,86.0,1.25934,183.0,137.754,121.0
2019-01-02T19:20:00.000000000Z,109.377,60.0,1.25894,136.0,137.720,159.0
2019-01-02T19:25:00.000000000Z,109.362,102.0,1.25928,188.0,137.732,174.0
2019-01-02T19:30:00.000000000Z,109.362,97.0,1.25946,76.0,137.755,107.0
2019-01-02T19:35:00.000000000Z,109.362,58.0,1.25950,125.0,137.764,104.0
2019-01-02T19:40:00.000000000Z,109.325,95.0,1.26000,227.0,137.770,143.0
2019-01-02T19:45:00.000000000Z,109.338,53.0,1.26026,232.0,137.808,144.0
2019-01-02T19:50:00.000000000Z,109.288,97.0,1.26080,342.0,137.816,207.0
2019-01-02T19:55:00.000000000Z,109.197,186.0,1.26124,402.0,137.736,321.0
2019-01-02T20:00:00.000000000Z,109.111,253.0,1.26104,333.0,137.612,364.0
2019-01-02T20:05:00.000000000Z,109.042,234.0,1.26108,205.0,137.532,323.0
2019-01-02T20:10:00.000000000Z,109.128,109.0,1.26100,100.0,137.628,157.0
2019-01-02T20:15:00.000000000Z,109.110,206.0,1.26119,103.0,137.627,275.0
2019-01-02T20:20:00.000000000Z,109.134,191.0,1.26150,213.0,137.696,280.0
2019-01-02T20:25:00.000000000Z,109.124,105.0,1.26158,147.0,137.686,188.0
2019-01-02T20:30:00.000000000Z,109.130,96.0,1.26112,190.0,137.644,174.0
2019-01-02T20:35:00.000000000Z,109.095,86.0,1.26140,167.0,137.632,138.0
2019-01-02T20:40:00.000000000Z,109.083,101.0,1.26118,267.0,137.592,166.0
2019-01-02T20:45:00.000000000Z,109.099,92.0,1.26112,43.0,137.608,110.0
2019-01-02T20:50:00.000000000Z,109.113,70.0,1.26112,106.0,137.618,115.0
2019-01-02T20:55:00.000000000Z,109.082,91.0,1.26115,270.0,137.590,249.0
2019-01-02T21:00:00.000000000Z,109.112,40.0,1.26067,143.0,137.578,84.0
2019-01-02T21:05:00.000000000Z,109.088,53.0,1.26089,154.0,137.572,110.0
2019-01-02T21:10:00.000000000Z,109.104,19.0,1.26085,89.0,137.590,49.0
2019-01-02T21:15:00.000000000Z,109.110,18.0,1.26072,127.0,137.582,39.0
2019-01-02T21:20:00.000000000Z,109.092,15.0,1.26108,102.0,137.596,32.0
2019-01-02T21:25:00.000000000Z,109.095,17.0,1.26111,215.0,137.604,64.0
2019-01-02T21:30:00.000000000Z,108.981,220.0,1.26133,299.0,137.488,326.0
2019-01-02T21:35:00.000000000Z,108.945,128.0,1.26120,16.0,137.420,191.0
2019-01-02T21:40:00.000000000Z,108.968,47.0,1.26096,58.0,137.420,81.0
2019-01-02T21:45:00.000000000Z,108.942,68.0,1.26106,155.0,137.397,127.0
2019-01-02T21:50:00.000000000Z,108.880,94.0,1.26076,625.0,137.298,350.0
2019-01-02T21:55:00.000000000Z,108.887,46.0,1.26108,35.0,137.318,87.0
2019-01-02T22:00:00.000000000Z,108.842,104.0,1.26054,6.0,137.199,80.0
2019-01-02T22:05:00.000000000Z,108.836,159.0,1.26042,53.0,137.192,156.0
2019-01-02T22:10:00.000000000Z,108.832,26.0,1.26030,33.0,137.176,116.0
2019-01-02T22:15:00.000000000Z,108.814,16.0,1.26029,7.0,137.151,25.0
2019-01-02T22:20:00.000000000Z,108.746,51.0,1.25948,31.0,136.986,53.0
2019-01-02T22:25:00.000000000Z,108.663,90.0,1.25927,81.0,136.858,70.0
2019-01-02T22:30:00.000000000Z,108.172,273.0,1.25903,100.0,136.232,362.0
2019-01-02T22:35:00.000000000Z,104.819,478.0,1.25399,4146.0,131.370,3314.0
2019-01-02T22:40:00.000000000Z,,,1.24913,2150.0,133.420,4116.0
2019-01-02T22:45:00.000000000Z,,,1.24812,812.0,132.890,3202.0
2019-01-02T23:00:00.000000000Z,107.360,124.0,,,,
2019-01-02T23:05:00.000000000Z,107.076,779.0,1.25372,99.0,134.262,33.0
2019-01-02T23:10:00.000000000Z,106.994,526.0,1.25343,826.0,134.117,650.0
2019-01-02T23:15:00.000000000Z,107.163,640.0,1.25126,1222.0,134.076,956.0
2019-01-02T23:20:00.000000000Z,107.224,330.0,1.25339,919.0,134.394,549.0
2019-01-02T23:25:00.000000000Z,107.584,330.0,1.25362,898.0,134.879,559.0
2019-01-02T23:30:00.000000000Z,107.555,966.0,1.25395,713.0,134.874,1125.0
2019-01-02T23:35:00.000000000Z,107.742,372.0,1.25356,352.0,135.046,427.0
2019-01-02T23:40:00.000000000Z,107.630,474.0,1.25309,420.0,134.878,561.0
2019-01-02T23:45:00.000000000Z,107.455,388.0,1.25210,603.0,134.552,536.0
2019-01-02T23:50:00.000000000Z,107.480,446.0,1.25152,844.0,134.518,609.0
2019-01-02T23:55:00.000000000Z,107.430,307.0,1.25168,455.0,134.462,444.0
2019-01-03T00:00:00.000000000Z,107.846,502.0,1.25319,754.0,135.160,698.0
2019-01-03T00:05:00.000000000Z,107.756,372.0,1.25306,266.0,135.029,382.0
2019-01-03T00:10:00.000000000Z,107.734,135.0,1.25404,286.0,135.098,214.0
2019-01-03T00:15:00.000000000Z,107.804,85.0,1.25422,155.0,135.206,121.0
2019-01-03T00:20:00.000000000Z,107.744,164.0,1.25426,194.0,135.144,200.0
